"settlementDate","symbolCode","issueName","marketClassCode","currentShortPositionQuantity","previousShortPositionQuantity","averageDailyVolumeQuantity","daysToCoverQuantity","stockSplitFlag","revisionFlag"
"2021-05-14","GWW","W.W. Grainger, Inc.","NYSE","558836","698855","237630","2.35",,
"2021-05-14","HCA","HCA Healthcare, Inc.","NYSE","3850074","2584826","1241983","3.10",,
"2021-05-14","HD","Home Depot, Inc.","NYSE","10772431","9312320","3751599","2.87",,
"2021-05-14","HLT","Hilton Worldwide Holdings Inc.","NYSE","7524935","8416863","1902022","3.96",,
"2021-05-14","HON","Honeywell International Inc. C","NNM","6467085","5376400","2347108","2.76",,
"2021-05-14","HPE","Hewlett Packard Enterprise Com","NYSE","24378219","24222914","7090218","3.44",,
"2021-05-14","HWM","Howmet Aerospace Inc.","NYSE","11730316","6191274","3046943","3.85",,
"2021-05-14","IBKR","Interactive Brokers Group, Inc","NNM","3360786","3503317","818360","4.11",,
"2021-05-14","IBM","International Business Machine","NYSE","25132045","28585173","5488196","4.58",,
"2021-05-14","ICE","Intercontinental Exchange  Inc","NYSE","4078115","3642278","2148668","1.90",,
"2021-05-14","INTC","Intel Corporation Common Stock","NNM","58766687","50068953","25394736","2.31",,
"2021-05-14","INTU","Intuit Inc. Common Stock","NNM","2303287","2201223","1043125","2.21",,
"2021-05-14","ISRG","Intuitive Surgical, Inc. Commo","NNM","1229417","1127791","436079","2.82",,
"2021-05-14","ITW","Illinois Tool Works Inc.","NYSE","2680754","3129919","853631","3.14",,
"2021-05-14","JNJ","Johnson & Johnson","NYSE","15438973","15084209","6410718","2.41",,
"2021-05-14","JPM","JPMorgan Chase & Co.","NYSE","19620953","17737882","11876231","1.65",,
"2021-05-14","KKR","KKR & Co. Inc.","NYSE","8346783","9190940","2583507","3.23",,
"2021-05-14","KLAC","KLA Corporation Common Stock","NNM","2274576","2119436","1139090","2.00",,
"2021-05-14","KMI","Kinder Morgan, Inc.","NYSE","25944676","27749164","14800198","1.75",,
"2021-05-14","KO","Coca-Cola Company","NYSE","31026629","27740653","11313109","2.74",,
"2021-05-14","LIN","Linde plc Ordinary Share","NYSE","3529767","2890985","1561238","2.26",,
"2021-05-14","LLY","Eli Lilly & Co.","NYSE","8287919","8909984","2396829","3.46",,
"2021-05-14","LMT","Lockheed Martin Corp.","NYSE","2885531","3557050","1157166","2.49",,
"2021-05-14","LOW","Lowe's Companies Inc.","NYSE","6826997","6813324","3834027","1.78",,
"2021-05-14","LRCX","Lam Research Corporation Commo","NNM","2679270","2318662","1496450","1.79",,
"2021-05-14","MA","Mastercard Incorporated","NYSE","5838747","6213083","2791775","2.09",,
"2021-05-14","MAR","Marriott International Class A","NNM","6220659","6107840","2249282","2.77",,
"2021-05-14","MCD","McDonald's Corporation","NYSE","6007004","6335774","2082973","2.88",,
"2021-05-14","MCK","McKesson Corporation","NYSE","1923475","2707139","1294655","1.49",,
"2021-05-14","MCO","Moody's Corporation","NYSE","1696528","1577625","611135","2.78",,
"2021-05-14","MDLZ","Mondelez International, Inc. C","NNM","13213593","12563841","6566697","2.01",,
"2021-05-14","MDT","Medtronic plc","NYSE","10166249","10706515","3839822","2.65",,
"2021-05-14","MMM","3M Company","NYSE","10073356","10020016","1842150","5.47",,
"2021-05-14","MNST","Monster Beverage Corporation","NNM","5649217","4721798","2392481","2.36",,
"2021-05-14","MO","Altria Group, Inc.","NYSE","14109138","11131275","6660451","2.12",,
"2021-05-14","MPC","MARATHON PETROLEUM CORPORATION","NYSE","24091165","29464878","6176864","3.90",,
"2021-05-14","MPWR","Monolithic Power Systems, Inc.","NNM","656296","580416","422197","1.55",,
"2021-05-14","MRK","Merck & Co., Inc.","NYSE","20786258","20471440","10316972","2.01",,
"2021-05-14","MRVL","Marvell Technology, Inc. Commo","NNM","12743014","17063361","7602399","1.68",,
"2021-05-14","MS","Morgan Stanley","NYSE","14038944","13186543","8442976","1.66",,
"2021-05-14","MSFT","Microsoft Corporation Common S","NNM","40526093","46696867","25677411","1.58",,
"2021-05-14","MSI","Motorola Solutions, Inc. New","NYSE","1886281","1759313","790059","2.39",,
"2021-05-14","MU","Micron Technology, Inc. Common","NNM","23594623","21386053","16552590","1.43",,
"2021-05-14","NEE","Nextra Energy, Inc.","NYSE","18582737","21168618","6656667","2.79",,
"2021-05-14","NEM","Newmont Corporation","NYSE","11079019","9004320","5926039","1.87",,
"2021-05-14","NET","Cloudflare, Inc. Class A commo","NYSE","15821656","13608891","5081333","3.11",,
"2021-05-14","NFLX","Netflix, Inc. Common Stock","NNM","9122498","9796027","3468573","2.63",,
"2021-05-14","NKE","Nike, Inc.","NYSE","13536099","14212341","5703277","2.37",,
"2021-05-14","NOC","Northrop Grumman Corp.","NYSE","2176173","2735266","873298","2.49",,
"2021-05-14","NOW","SERVICENOW, INC.","NYSE","3041968","2669537","1812906","1.68",,
"2021-05-14","NSC","Norfolk Southern Corp.","NYSE","2633487","2610533","912455","2.89",,
"2021-05-14","NVDA","NVIDIA Corporation Common Stoc","NNM","6683984","6652001","6150213","1.09",,
"2021-05-14","O","Realty Income Corporation","NYSE","15199555","11976643","3301426","4.60",,
"2021-05-14","ORCL","Oracle Corp","NYSE","30195972","30491069","12155882","2.48",,
"2021-05-14","ORLY","O'Reilly Automotive, Inc. Comm","NNM","1047541","976213","461957","2.27",,
"2021-05-14","PANW","PALO ALTO NETWORKS, INC","NYSE","4659601","5043237","688757","6.77",,
"2021-05-14","PCAR","PACCAR Inc. Common Stock","NNM","4633581","4824992","1913487","2.42",,
"2021-05-14","PEP","PepsiCo, Inc. Common Stock","NNM","10545263","9663770","4760229","2.22",,
"2021-05-14","PFE","Pfizer Inc.","NYSE","57321688","58020780","35557464","1.61",,
"2021-05-14","PG","Procter & Gamble Company","NYSE","13916698","13250759","7688241","1.81",,
"2021-05-14","PGR","Progressive Corporation","NYSE","6653792","5756251","2191667","3.04",,
"2021-05-14","PH","Parker-Hannifin Corporation","NYSE","1661623","960257","826894","2.01",,
"2021-05-14","PLD","PROLOGIS, INC.","NYSE","8916088","8995060","1920541","4.64",,
"2021-05-14","PLTR","Palantir Technologies Inc. Cla","NYSE","85266137","61941430","80158842","1.06",,
"2021-05-14","PM","Philip Morris International In","NYSE","9023587","9683042","3714257","2.43",,
"2021-05-14","PNC","PNC Financial Services Group","NYSE","5739388","5302115","1669667","3.44",,
"2021-05-14","PSX","PHILLIPS 66","NYSE","9657784","9554156","2199618","4.39",,
"2021-05-14","PWR","Quanta Services, Inc.","NYSE","2837173","3059592","955537","2.97",,
"2021-05-14","QCOM","QUALCOMM Incorporated Common S","NNM","21649069","16718120","9691787","2.23",,
"2021-05-14","RCL","Royal Caribbean Group","NYSE","10823831","10099285","3356875","3.22",,
"2021-05-14","REGN","Regeneron Pharmaceuticals, Inc","NNM","2233012","2337512","825887","2.70",,
"2021-05-14","ROST","Ross Stores, Inc. Common Stock","NNM","3571449","3570599","1411560","2.53",,
"2021-05-14","RSG","Republic Services Inc.","NYSE","1987239","1933396","1081964","1.84",,
"2021-05-14","RTX","Raytheon Technologies Corporat","NYSE","13297156","16711996","5594208","2.38",,
"2021-05-14","SBUX","Starbucks Corporation Common S","NNM","9746697","9619087","5458061","1.79",,
"2021-05-14","SCCO","Southern Copper Corporation","NYSE","5554430","4350313","1557449","3.57",,
"2021-05-14","SCHW","The Charles Schwab Corporation","NYSE","15505575","13658193","5881759","2.64",,
"2021-05-14","SHW","The Sherwin-Williams Company","NYSE","3484184","3411754","1118194","3.12",,
"2021-05-14","SNOW","Snowflake Inc.","NYSE","9515793","4998184","4048051","2.35",,
"2021-05-14","SNPS","Synopsys, Inc. Common Stock","NNM","1533859","1220554","867690","1.77",,
"2021-05-14","SO","The Southern Company","NYSE","11185497","10542680","3238662","3.45",,
"2021-05-14","SPCX","The SPAC and New Issue ETF","ARCA","414369","545346","78185","5.30",,
"2021-05-14","SPG","Simon Property Group, Inc.","NYSE","13635486","14291677","2963748","4.60",,
"2021-05-14","SPGI","S&P Global Inc.","NYSE","14145911","12808252","1306599","10.83",,
"2021-05-14","SYK","Stryker Corporation","NYSE","3015731","3097659","1028112","2.93",,
"2021-05-14","T","AT&T Inc.","NYSE","121494606","117486976","30118399","4.03",,
"2021-05-14","TDG","TransDigm Group Incorporated","NYSE","2058437","2082108","265861","7.74",,
"2021-05-14","TFC","Truist Financial Corporation","NYSE","12868299","10967404","4331348","2.97",,
"2021-05-14","TGT","Target Corporation","NYSE","5361337","6907706","2399839","2.23",,
"2021-05-14","TJX","TJX Companies, Inc. (The)","NYSE","7887117","8993188","5159975","1.53",,
"2021-05-14","TMO","Thermo Fisher Scientific, Inc.","NYSE","3515159","3193923","1328404","2.65",,
"2021-05-14","TMUS","T-Mobile US, Inc. Common Stock","NNM","11947839","12310118","4777203","2.50",,
"2021-05-14","TRV","The Travelers Companies, Inc.","NYSE","5205826","4895173","1069261","4.87",,
"2021-05-14","TSLA","Tesla, Inc. Common Stock","NNM","39869947","41382433","28531060","1.40",,
"2021-05-14","TXN","Texas Instruments Incorporated","NNM","12141159","12962613","4348063","2.79",,
"2021-05-14","UBER","Uber Technologies, Inc.","NYSE","67860677","61281159","29438801","2.31",,
"2021-05-14","UNH","UNITEDHEALTH GROUP INCORPORATE","NYSE","6881533","7030190","2380296","2.89",,
"2021-05-14","UNP","Union Pacific Corp.","NYSE","6248360","6768706","1951617","3.20",,
"2021-05-14","UPS","United Parcel Service, Inc. Cl","NYSE","9690985","10392447","3545020","2.73",,
"2021-05-14","URI","United Rentals, Inc.","NYSE","1788871","1888969","570607","3.14",,
"2021-05-14","USB","U.S. Bancorp","NYSE","10869464","12241954","5809563","1.87",,
"2021-05-14","V","VISA Inc.","NYSE","26399369","28466363","6023247","4.38",,
"2021-05-14","VLO","Valero Energy Corporation","NYSE","9170682","8355880","3455248","2.65",,
"2021-05-14","VRT","Vertiv Holdings Co Class A Com","NYSE","14874730","11818791","2300329","6.47",,
"2021-05-14","VRTX","Vertex Pharmaceuticals Incorpo","NNM","4114951","4633694","1161154","3.54",,
"2021-05-14","VZ","Verizon Communications","NYSE","43597341","40190843","15064239","2.89",,
"2021-05-14","WDC","Western Digital Corporation Co","NNM","5945072","5067585","3874348","1.53",,
"2021-05-14","WELL","Welltower Inc.","NYSE","5954911","5771941","1619854","3.68",,
"2021-05-14","WFC","Wells Fargo & Co.","NYSE","49101489","51467399","23183576","2.12",,
"2021-05-14","WM","Waste Management, Inc.","NYSE","3128359","4000640","1345770","2.32",,
"2021-05-14","WMB","Williams Companies Inc.","NYSE","24205411","20207310","8164599","2.96",,
"2021-05-14","WMT","Walmart Inc.","NYSE","15014866","12894482","6602666","2.27",,
"2021-05-14","XOM","Exxon Mobil Corporation","NYSE","36725860","45061396","24701788","1.49",,
"2025-01-31","AAPL","Apple Inc. Common Stock","NNM","124917523","135189465","71221819","1.75",,
"2025-01-31","ABBV","ABBVIE INC.","NYSE","18931401","18160016","6934408","2.73",,
"2025-01-31","ABNB","Airbnb, Inc. Class A Common St","NNM","15333134","15497467","4288370","3.58",,
"2025-01-31","ABT","Abbott Laboratories","NYSE","18239173","14968960","9242653","1.97",,
"2025-01-31","ADBE","Adobe Inc. Common Stock","NNM","7709402","8719177","3797810","2.03",,
"2025-01-31","ADI","Analog Devices, Inc. Common St","NNM","8159308","8425521","3515844","2.32",,
"2025-01-31","ADP","Automatic Data Processing, Inc","NNM","5806068","5448100","1813242","3.20",,
"2025-01-31","AEP","American Electric Power Compan","NNM","7811241","9531595","3471028","2.25",,
"2025-01-31","AFL","Aflac Inc.","NYSE","8017584","7784070","1611023","4.98",,
"2025-01-31","AJG","Arthur J. Gallagher & Co.","NYSE","3084333","3738081","1661653","1.86",,
"2025-01-31","ALL","The Allstate Corporation","NYSE","2557315","2436545","1414805","1.81",,
"2025-01-31","AMAT","Applied Materials, Inc. Common","NNM","20084769","19353223","7527572","2.67",,
"2025-01-31","AMD","Advanced Micro Devices, Inc. C","NNM","47802951","58914070","36329131","1.32",,
"2025-01-31","AMGN","Amgen Inc. Common Stock","NNM","12741466","11430890","2957641","4.31",,
"2025-01-31","AMT","American Tower Corporation","NYSE","5699695","5090077","2196955","2.59",,
"2025-01-31","AMZN","Amazon.com, Inc. Common Stock","NNM","70760125","81984850","34895980","2.03",,
"2025-01-31","ANET","Arista Networks","NYSE","9877685","12790406","12002915","1.00",,
"2025-01-31","AON","Aon plc Class A","NYSE","4450586","4603064","1212554","3.67",,
