"settlementDate","symbolCode","issueName","marketClassCode","currentShortPositionQuantity","previousShortPositionQuantity","averageDailyVolumeQuantity","daysToCoverQuantity","stockSplitFlag","revisionFlag"
"2019-01-15","RCL","Royal Caribbean Cruises Ltd.","NYSE","2242400","2177031","1746885","1.28",,
"2019-01-15","REGN","Regeneron Pharmaceuticals, Inc","NNM","1813787","1982242","796981","2.28",,
"2019-01-15","ROST","Ross Stores, Inc. Common Stock","NNM","7429426","7788518","3053523","2.43",,
"2019-01-15","RSG","Republic Services Inc.","NYSE","6531192","5611941","1441605","4.53",,
"2019-01-15","SBUX","Starbucks Corporation Common S","NNM","38764143","42724855","11344912","3.42",,
"2019-01-15","SCCO","Southern Copper Corporation","NYSE","6481764","6836574","1386454","4.68",,
"2019-01-15","SCHW","The Charles Schwab Corporation","NYSE","16165933","17061826","6634493","2.44",,
"2019-01-15","SHW","The Sherwin-Williams Company","NYSE","1472635","1559051","900496","1.64",,
"2019-01-15","SNPS","Synopsys, Inc. Common Stock","NNM","2231969","2100690","1102125","2.03",,
"2019-01-15","SO","The Southern Company","NYSE","22617646","20689470","6270813","3.61",,
"2019-01-15","SPG","Simon Property Group, Inc.","NYSE","9129470","9365407","1385572","6.59",,
"2019-01-15","SPGI","S&P Global Inc.","NYSE","2609204","2683531","1468255","1.78",,
"2019-01-15","SYK","Stryker Corporation","NYSE","4298112","3893330","1534837","2.80",,
"2019-01-15","T","AT&T Inc.","NYSE","74938785","74416538","36006611","2.08",,
"2019-01-15","TDG","TransDigm Group Incorporated","NYSE","2616704","2814083","318078","8.23",,
"2019-01-15","TGT","Target Corporation","NYSE","23858797","24999567","6162709","3.87",,
"2019-01-15","TJX","TJX Companies, Inc. (The)","NYSE","16339360","14188905","7094892","2.30",,
"2019-01-15","TMO","Thermo Fisher Scientific, Inc.","NYSE","3700854","3676717","2475714","1.49",,
"2019-01-15","TMUS","T-Mobile US, Inc. Common Stock","NNM","10687745","9109192","4406595","2.43",,
"2019-01-15","TRV","The Travelers Companies, Inc.","NYSE","3071835","3283566","1439560","2.13",,
"2019-01-15","TSLA","Tesla, Inc. Common Stock","NNM","26268029","25571716","6840591","3.84",,
"2019-01-15","TXN","Texas Instruments Incorporated","NNM","20506444","18603817","6487344","3.16",,
"2019-01-15","UNH","UNITEDHEALTH GROUP INCORPORATE","NYSE","5828951","6582789","4285428","1.36",,
"2019-01-15","UNP","Union Pacific Corp.","NYSE","12469702","10708999","5230031","2.38",,
"2019-01-15","UPS","United Parcel Service, Inc. Cl","NYSE","12184844","13361683","3708141","3.29",,
"2019-01-15","URI","United Rentals, Inc.","NYSE","3206637","3376555","1695928","1.89",,
"2019-01-15","USB","U.S. Bancorp","NYSE","13700513","16041890","7350161","1.86",,
"2019-01-15","V","VISA Inc.","NYSE","29936138","29154862","9607768","3.12",,"R"
"2019-01-15","VLO","Valero Energy Corporation","NYSE","8444644","8619823","3840242","2.20",,
"2019-01-15","VRTX","Vertex Pharmaceuticals Incorpo","NNM","4369832","3961692","1777743","2.46",,
"2019-01-15","VZ","Verizon Communications","NYSE","37595889","38123817","15762266","2.39",,
"2019-01-15","WDC","Western Digital Corporation Co","NNM","17894190","16673690","7315233","2.45",,
"2019-01-15","WELL","Welltower Inc.","NYSE","10017561","11162226","1999018","5.01",,
"2019-01-15","WFC","Wells Fargo & Co.","NYSE","28797537","31072406","21379031","1.35",,
"2019-01-15","WM","Waste Management, Inc.","NYSE","4888432","5587766","2107413","2.32",,
"2019-01-15","WMB","Williams Companies Inc.","NYSE","41126084","35038736","9919806","4.15",,
"2019-01-15","WMT","Walmart Inc.","NYSE","16503919","16730849","7465626","2.21",,
"2019-01-15","XOM","Exxon Mobil Corporation","NYSE","31180812","30089009","12664557","2.46",,
"2019-01-31","AAPL","Apple Inc. Common Stock","NNM","40360782","46579709","34248007","1.18",,
"2019-01-31","ABBV","ABBVIE INC.","NYSE","25312582","28076809","9761831","2.59",,
"2019-01-31","ABT","Abbott Laboratories","NYSE","15209243","17289818","7243989","2.10",,
"2019-01-31","ADBE","Adobe Inc. Common Stock","NNM","6339570","5490195","3146446","2.01",,
"2019-01-31","ADI","Analog Devices, Inc. Common St","NNM","10283499","11252558","2953821","3.48",,
"2019-01-31","ADP","Automatic Data Processing, Inc","NNM","3289608","4240185","2566165","1.28",,
"2019-01-31","AEP","American Electric Power Compan","NYSE","9146420","8673747","2641256","3.46",,
"2019-01-31","AFL","Aflac Inc.","NYSE","10770318","13379392","4108719","2.62",,
"2019-01-31","AJG","Arthur J. Gallagher & Co.","NYSE","1661577","2127375","1142557","1.45",,
"2019-01-31","ALL","The Allstate Corporation","NYSE","6287120","4959130","2654664","2.37",,
"2019-01-31","AMAT","Applied Materials, Inc. Common","NNM","13869327","16511446","12031076","1.15",,
"2019-01-31","AMD","Advanced Micro Devices, Inc. C","NNM","119776315","128908324","115311975","1.04",,
"2019-01-31","AMGN","Amgen Inc. Common Stock","NNM","9868801","10179294","3686348","2.68",,
"2019-01-31","AMT","American Tower Corporation","NYSE","5211726","5416686","1798084","2.90",,
"2019-01-31","AMZN","Amazon.com, Inc. Common Stock","NNM","4327752","5510124","5768181","1.00",,
"2019-01-31","ANET","Arista Networks","NYSE","1886421","1925748","794066","2.38",,
"2019-01-31","AON","Aon plc Class A","NYSE","1638637","1645859","1054383","1.55",,
"2019-01-31","APD","Air Products & Chemicals, Inc.","NYSE","2348139","2554983","1360894","1.73",,
"2019-01-31","APH","Amphenol Corporation","NYSE","3922663","3730843","1582249","2.48",,
"2019-01-31","APO","Apollo Global Management, LLC","NYSE","5882197","4744403","746283","7.88",,
"2019-01-31","AVGO","Broadcom Inc. Common Stock","NNM","6848721","8589975","3077327","2.23",,
"2019-01-31","AXP","American Express Company","NYSE","6621081","7054694","4479445","1.48",,
"2019-01-31","BA","Boeing Company","NYSE","5249042","5290426","4584225","1.15",,
"2019-01-31","BAC","Bank of America Corporation","NYSE","113615307","132404340","85687026","1.33",,
"2019-01-31","BKNG","Booking Holdings Inc. Common S","NNM","1057393","1081058","456139","2.32",,
"2019-01-31","BLK","Blackrock, Inc.","NYSE","1106623","1857917","829159","1.33",,
"2019-01-31","BMY","Bristol-Myers Squibb Co.","NYSE","57526799","48401111","15761533","3.65",,
"2019-01-31","BNY","BlackRock New York Municipal I","NYSE","6257","6465","32707","1.00",,
"2019-01-31","BRKA","Berkshire Hathaway Inc.","NYSE","338","354","330","1.02",,
"2019-01-31","BRKB","BERKSHIRE HATHAWAY Class B","NYSE","10424856","12989692","4718618","2.21",,
"2019-01-31","BSX","Boston Scientific Corp.","NYSE","9632708","11933246","7118620","1.35",,
"2019-01-31","BX","The Blackstone Group L.P","NYSE","30949960","29865005","4100364","7.55",,
"2019-01-31","C","Citigroup Inc.","NYSE","18051043","19615142","18550118","1.00",,
"2019-01-31","CAT","Caterpillar Inc.","NYSE","11473981","7760457","6829122","1.68",,
"2019-01-31","CCZ","Comcast Holdings Corp. 2.0% Ex","NYSE","25","26","594","1.00",,
"2019-01-31","CDNS","Cadence Design Systems, Inc. C","NNM","4639811","4459463","1406403","3.30",,
"2019-01-31","CI","CIGNA Corporation","NYSE","4349925","5239038","2411255","1.80",,
"2019-01-31","CL","Colgate-Palmolive Company","NYSE","11217748","9724495","5369083","2.09",,
"2019-01-31","CMCSA","Comcast Corporation Class A Co","NNM","65823225","64541259","27615886","2.38",,
"2019-01-31","CME","CME Group Inc. Class A Common","NNM","4319555","4029663","1450579","2.98",,
"2019-01-31","CMI","Cummins Inc.","NYSE","3906259","3812372","1420157","2.75",,
"2019-01-31","COF","Capital One Financial","NYSE","5211834","5072244","3945406","1.32",,
"2019-01-31","COP","ConocoPhillips","NYSE","10904596","13898769","6354729","1.72",,
"2019-01-31","COST","Costco Wholesale Corporation C","NNM","5052565","5914161","2220845","2.28",,
"2019-01-31","CRM","salesforce.com, inc.","NYSE","10237436","13580239","4995032","2.05",,
"2019-01-31","CSCO","Cisco Systems, Inc. Common Sto","NNM","39863730","48118543","20258218","1.97",,
"2019-01-31","CSX","CSX Corporation Common Stock","NNM","13725547","15636390","6573122","2.09",,
"2019-01-31","CTAS","Cintas Corporation Common Stoc","NNM","2565170","2598959","452275","5.67",,
"2019-01-31","CVNA","Carvana Co.","NYSE","20138273","19381551","1251828","16.09",,
"2019-01-31","CVS","CVS HEALTH CORPORATION","NYSE","14420741","10671652","9924659","1.45",,
"2019-01-31","CVX","Chevron Corporation","NYSE","17321454","20546167","7174664","2.41",,
"2019-01-31","D","Dominion Energy, Inc Common St","NYSE","13864655","19885376","5735412","2.42",,
"2019-01-31","DE","Deere & Company","NYSE","6968507","8179888","2207743","3.16",,
"2019-01-31","DELL","Dell Technologies Inc.","NYSE","5746825","6839808","3543825","1.62",,
"2019-01-31","DHR","Danaher Corporation","NYSE","4484028","6052204","2748987","1.63",,
"2019-01-31","DIS","The Walt Disney Company","NYSE","27839048","28362873","6794947","4.10",,
"2019-01-31","DLR","Digital Realty Trust, Inc.","NYSE","12697553","13305641","1416789","8.96",,
"2019-01-31","DUK","Duke Energy Corporation","NYSE","13779151","15118392","2918801","4.72",,
"2019-01-31","ECL","Ecolab, Inc.","NYSE","5076612","5195609","959986","5.29",,
"2019-01-31","EMR","Emerson Electric Co.","NYSE","5643353","7760055","4140002","1.36",,
"2019-01-31","EOG","EOG Resources, Inc.","NYSE","12085020","13384770","2974049","4.06",,
"2019-01-31","EPD","Enterprise Products Partners L","NYSE","18038441","20681783","4945249","3.65",,
"2019-01-31","EQIX","Equinix, Inc. Common Stock REI","NNM","909870","913584","576073","1.58",,
"2019-01-31","FCX","Freeport-McMoran Inc.","NYSE","47411202","35765162","35849846","1.32",,
"2019-01-31","FDX","FedEx Corporation","NYSE","3283638","3793289","1876066","1.75",,
"2019-01-31","FTNT","Fortinet, Inc. Common Stock","NNM","11240962","10561466","2039908","5.51",,
"2019-01-31","GD","General Dynamics Corporation","NYSE","3375110","4413695","1622503","2.08",,
"2019-01-31","GE","General Electric Company","NYSE","117192509","151273237","118836286","1.00",,
"2019-01-31","GILD","Gilead Sciences, Inc. Common S","NNM","11548612","13429498","7327632","1.58",,
"2019-01-31","GLW","Corning Incorporated","NYSE","17752554","14867771","8231211","2.16",,
"2019-01-31","GM","General Motors Company","NYSE","22897538","24031051","10627647","2.15",,
"2019-01-31","GOOG","Alphabet Inc. Class C Capital","NNM","1885337","2451176","1337792","1.41",,
"2019-01-31","GOOGL","Alphabet Inc. Class A Common S","NNM","1606498","1817239","1563573","1.03",,
"2019-01-31","GS","Goldman Sachs Group Inc.","NYSE","6112523","7340209","5130034","1.19",,
"2019-01-31","GWW","W.W. Grainger, Inc.","NYSE","3681228","3733406","752568","4.89",,
"2019-01-31","HCA","HCA Healthcare, Inc.","NYSE","5140403","5146846","1803093","2.85",,
"2019-01-31","HD","Home Depot, Inc.","NYSE","8039445","8199524","4964180","1.62",,
"2019-01-31","HLT","Hilton Worldwide Holdings Inc.","NYSE","11332863","11214850","2814768","4.03",,
"2019-01-31","HON","Honeywell International, Inc.","NYSE","5151909","6778087","3164809","1.63",,
"2019-01-31","HPE","Hewlett Packard Enterprise Com","NYSE","38421874","35217326","12613753","3.05",,
"2019-01-31","IBKR","Interactive Brokers Group, Inc","IEX","4739055","3526998","673688","7.03",,
"2019-01-31","IBM","International Business Machine","NYSE","13648023","13093463","7164252","1.91",,
"2019-01-31","ICE","Intercontinental Exchange  Inc","NYSE","4512072","4595565","2425261","1.86",,
"2019-01-31","INTC","Intel Corporation Common Stock","NNM","57576557","61940343","34093494","1.69",,
"2019-01-31","INTU","Intuit Inc. Common Stock","NNM","2841767","3628853","1388943","2.05",,
"2019-01-31","ISRG","Intuitive Surgical, Inc. Commo","NNM","1680110","1484218","941558","1.78",,
"2019-01-31","ITW","Illinois Tool Works Inc.","NYSE","6212320","6171694","1512708","4.11",,
"2019-01-31","JNJ","Johnson & Johnson","NYSE","12002780","14012467","9092972","1.32",,
"2019-01-31","JPM","JPMorgan Chase & Co.","NYSE","16870729","20243844","14202008","1.19",,
"2019-01-31","KKR","KKR & Co. Inc. Class A Common","NYSE","8426187","9154479","4101637","2.05",,
"2019-01-31","KLAC","KLA-Tencor Corporation Common","NNM","6372480","5872126","1756038","3.63",,
"2019-01-31","KMI","Kinder Morgan, Inc.","NYSE","51126460","47127624","17611083","2.90",,
"2019-01-31","KO","Coca-Cola Company","NYSE","27264597","26071117","14082730","1.94",,
"2019-01-31","LIN","Linde plc Ordinary Share","NYSE","6222323","7497992","1712099","3.63",,
"2019-01-31","LLY","Eli Lilly & Co.","NYSE","28025429","30267873","4873808","5.75",,
"2019-01-31","LMT","Lockheed Martin Corp.","NYSE","2629631","2266606","1501977","1.75",,
"2019-01-31","LOW","Lowe's Companies Inc.","NYSE","8791790","11396281","5040761","1.74",,
"2019-01-31","LRCX","Lam Research Corporation Commo","NNM","11072191","8737576","4564178","2.43",,
"2019-01-31","MA","Mastercard Incorporated","NYSE","6760373","7181966","4412377","1.53",,
"2019-01-31","MAR","Marriott International Class A","NNM","6839936","7098544","1950289","3.51",,
"2019-01-31","MCD","McDonald's Corporation","NYSE","5634525","6354142","4637673","1.21",,
"2019-01-31","MCK","McKesson Corporation","NYSE","3784424","4962078","1496658","2.53",,
"2019-01-31","MCO","Moody's Corporation","NYSE","6039751","6179872","968283","6.24",,
"2019-01-31","MDLZ","Mondelez International, Inc. C","NNM","10026830","11317028","8333713","1.20",,
"2019-01-31","MDT","Medtronic plc","NYSE","8618785","8345939","5989359","1.44",,
"2019-01-31","MMM","3M Company","NYSE","9287156","8502753","2587101","3.59",,
"2019-01-31","MNST","Monster Beverage Corporation","NNM","7837012","8640136","2606604","3.01",,
"2019-01-31","MO","Altria Group, Inc.","NYSE","14272545","16512052","18501369","1.00",,
"2019-01-31","MPC","MARATHON PETROLEUM CORPORATION","NYSE","8288121","9483140","6615321","1.25",,
"2019-01-31","MPWR","Monolithic Power Systems, Inc.","NNM","1809679","1888417","277147","6.53",,
"2019-01-31","MRK","Merck & Co., Inc.","NYSE","34557279","42215861","14250904","2.42",,
"2019-01-31","MRVL","Marvell Technology Group Ltd.","NNM","26226547","25309150","14042026","1.87",,
"2019-01-31","MS","Morgan Stanley","NYSE","13201164","13046865","18603417","1.00",,
"2019-01-31","MSFT","Microsoft Corporation Common S","NNM","39768623","58402379","34027502","1.17",,
"2019-01-31","MSI","Motorola Solutions, Inc. New","NYSE","3675522","3786084","941511","3.90",,
"2019-01-31","MU","Micron Technology, Inc. Common","NNM","59676042","61151228","39521911","1.51",,
"2019-01-31","NEE","Nextra Energy, Inc.","NYSE","5483397","5935795","2422328","2.26",,
"2019-01-31","NEM","Newmont Mining Corp.","NYSE","23413235","14419284","8232754","2.84",,
"2019-01-31","NFLX","Netflix, Inc. Common Stock","NNM","16203456","16029064","13524210","1.20",,
"2019-01-31","NKE","Nike, Inc.","NYSE","8805269","9366751","6462958","1.36",,
"2019-01-31","NOC","Northrop Grumman Corp.","NYSE","2650068","3044365","1153049","2.30",,
"2019-01-31","NOW","SERVICENOW, INC.","NYSE","10941645","11925222","2765049","3.96",,
"2019-01-31","NSC","Norfolk Southern Corp.","NYSE","4020119","8128889","2192005","1.83",,
"2019-01-31","NVDA","NVIDIA Corporation Common Stoc","NNM","14005217","18562030","23212703","1.00",,
"2019-01-31","ORCL","Oracle Corp","NYSE","50037308","46568962","14204507","3.52",,
"2019-01-31","ORLY","O'Reilly Automotive, Inc. Comm","NNM","1268387","1264629","590149","2.15",,
"2019-01-31","PANW","PALO ALTO NETWORKS, INC","NYSE","5646440","5216945","1301744","4.34",,
"2019-01-31","PCAR","PACCAR Inc. Common Stock","NNM","6946234","8129470","2618409","2.65",,
"2019-01-31","PEP","PepsiCo, Inc. Common Stock","NNM","7486424","8194853","4935606","1.52",,
"2019-01-31","PFE","Pfizer Inc.","NYSE","42750118","46873778","33192644","1.29",,
"2019-01-31","PG","Procter & Gamble Company","NYSE","20274142","20051111","11599320","1.75",,
"2019-01-31","PGR","Progressive Corporation","NYSE","9029572","9856302","3909846","2.31",,
"2019-01-31","PH","Parker Hannifin Corp","NYSE","2176526","2505820","1009202","2.16",,
"2019-01-31","PLD","PROLOGIS, INC.","NYSE","5774005","6161986","2769564","2.08",,
"2019-01-31","PM","Philip Morris International In","NYSE","10703747","13030830","7741087","1.38",,
"2019-01-31","PNC","PNC Financial Services Group","NYSE","3572965","4033333","2685661","1.33",,
"2019-01-31","PSX","PHILLIPS 66","NYSE","5187569","6686001","3041804","1.71",,
"2019-01-31","PWR","Quanta Services, Inc.","NYSE","6126926","5853479","1528416","4.01",,
"2019-01-31","QCOM","QUALCOMM Incorporated Common S","NNM","39711442","54564188","23449533","1.69",,
"2019-01-31","RCL","Royal Caribbean Cruises Ltd.","NYSE","2389796","2242400","1909710","1.25",,
"2019-01-31","REGN","Regeneron Pharmaceuticals, Inc","NNM","1708789","1813787","817807","2.09",,
"2019-01-31","ROST","Ross Stores, Inc. Common Stock","NNM","5304290","7429426","2219109","2.39",,
"2019-01-31","RSG","Republic Services Inc.","NYSE","6482083","6531192","1055295","6.14",,
"2019-01-31","SBUX","Starbucks Corporation Common S","NNM","30558548","38764143","14859241","2.06",,
"2019-01-31","SCCO","Southern Copper Corporation","NYSE","6491097","6481764","1134683","5.72",,
"2019-01-31","SCHW","The Charles Schwab Corporation","NYSE","13807226","16165933","7802279","1.77",,
"2019-01-31","SHW","The Sherwin-Williams Company","NYSE","1370489","1472635","966439","1.42",,
"2019-01-31","SNPS","Synopsys, Inc. Common Stock","NNM","2211527","2231969","1049137","2.11",,
"2019-01-31","SO","The Southern Company","NYSE","20740167","22617646","4784386","4.33",,
"2019-01-31","SPG","Simon Property Group, Inc.","NYSE","8729908","9129470","1549573","5.63",,
"2019-01-31","SPGI","S&P Global Inc.","NYSE","2933651","2609204","1791680","1.64",,
"2019-01-31","SYK","Stryker Corporation","NYSE","4496920","4298112","2119965","2.12",,
"2019-01-31","T","AT&T Inc.","NYSE","72714006","74938785","38356806","1.90",,
"2019-01-31","TDG","TransDigm Group Incorporated","NYSE","2479768","2616704","378047","6.56",,
"2019-01-31","TGT","Target Corporation","NYSE","23055156","23858797","4603570","5.01",,
"2019-01-31","TJX","TJX Companies, Inc. (The)","NYSE","21230986","16339360","5981804","3.55",,
"2019-01-31","TMO","Thermo Fisher Scientific, Inc.","NYSE","2852962","3700854","2047142","1.39",,
"2019-01-31","TMUS","T-Mobile US, Inc. Common Stock","NNM","11552805","10687745","3411650","3.39",,
"2019-01-31","TRV","The Travelers Companies, Inc.","NYSE","2908146","3071835","1636694","1.78",,
"2019-01-31","TSLA","Tesla, Inc. Common Stock","NNM","24783245","26268029","9754695","2.54",,
"2019-01-31","TXN","Texas Instruments Incorporated","NNM","19426369","20506444","8443683","2.30",,
"2019-01-31","UNH","UNITEDHEALTH GROUP INCORPORATE","NYSE","6354080","5828951","3634877","1.75",,
"2019-01-31","UNP","Union Pacific Corp.","NYSE","8106428","12469702","5432648","1.49",,
"2019-01-31","UPS","United Parcel Service, Inc. Cl","NYSE","10029158","12184844","4164826","2.41",,
"2019-01-31","URI","United Rentals, Inc.","NYSE","2923891","3206637","2210728","1.32",,
"2019-01-31","USB","U.S. Bancorp","NYSE","15859632","13700513","7928484","2.00",,
"2019-01-31","V","VISA Inc.","NYSE","27301798","29936138","8829794","3.09",,
"2019-01-31","VLO","Valero Energy Corporation","NYSE","7359115","8444644","5262664","1.40",,
"2019-01-31","VRTX","Vertex Pharmaceuticals Incorpo","NNM","3612138","4369832","1645827","2.19",,
"2019-01-31","VZ","Verizon Communications","NYSE","30669988","37595889","20429382","1.50",,
"2019-01-31","WDC","Western Digital Corporation Co","NNM","20114466","17894190","11037090","1.82",,
"2019-01-31","WELL","Welltower Inc.","NYSE","10331134","10017561","2186737","4.72",,
"2019-01-31","WFC","Wells Fargo & Co.","NYSE","26551623","28797537","23331162","1.14",,
"2019-01-31","WM","Waste Management, Inc.","NYSE","3794303","4888432","1988227","1.91",,
"2019-01-31","WMB","Williams Companies Inc.","NYSE","38010790","41126084","8629336","4.40",,
"2019-01-31","WMT","Walmart Inc.","NYSE","15203342","16503919","7826122","1.94",,
"2019-01-31","XOM","Exxon Mobil Corporation","NYSE","26798221","31180812","12962138","2.07",,
"2018-11-15","AAPL","Apple Inc. Common Stock","NNM","41791371","36469092","49659457","1.00",,
"2018-11-15","ABBV","ABBVIE INC.","NYSE","30381530","25440102","9528376","3.19",,
"2018-11-15","ABT","Abbott Laboratories","NYSE","14677180","14649876","5838330","2.51",,
"2018-11-15","ADBE","Adobe Inc. Common Stock","NNM","4733505","4582741","3300771","1.43",,
"2018-11-15","ADI","Analog Devices, Inc. Common St","NNM","11987702","12564459","2973512","4.03",,
"2018-11-15","ADP","Automatic Data Processing, Inc","NNM","4712405","3946761","2180841","2.16",,
"2018-11-15","AEP","American Electric Power Compan","NYSE","9102015","8988934","2835470","3.21",,
"2018-11-15","AFL","Aflac Inc.","NYSE","11625428","12318682","3255791","3.57",,
"2018-11-15","AJG","Arthur J. Gallagher & Co.","NYSE","2300169","2021771","1085425","2.12",,
"2018-11-15","ALL","The Allstate Corporation","NYSE","4740286","5017790","2180932","2.17",,
"2018-11-15","AMAT","Applied Materials, Inc. Common","NNM","16590223","15598757","10809991","1.53",,
"2018-11-15","AMD","Advanced Micro Devices, Inc. C","NNM","120749105","114919284","108022774","1.12",,"R"
"2018-11-15","AMGN","Amgen Inc. Common Stock","NNM","9261657","9469452","2657551","3.49",,
"2018-11-15","AMT","American Tower Corporation","NYSE","5291753","5874812","2254986","2.35",,
"2018-11-15","AMZN","Amazon.com, Inc. Common Stock","NNM","5220475","5167595","6659327","1.00",,
"2018-11-15","ANET","Arista Networks","NYSE","1862787","2081186","1098406","1.70",,
"2018-11-15","AON","Aon plc Class A","NYSE","2202538","2385077","937805","2.35",,
"2018-11-15","APD","Air Products & Chemicals, Inc.","NYSE","2092423","2228534","1177493","1.78",,
"2018-11-15","APH","Amphenol Corporation","NYSE","4615059","4114342","1599040","2.89",,
"2018-11-15","APO","Apollo Global Management, LLC","NYSE","6173121","5675704","916930","6.73",,
"2018-11-15","AVGO","Broadcom Inc. Common Stock","NNM","9269106","9343962","3324939","2.79",,
"2018-11-15","AXP","American Express Company","NYSE","6185343","5448890","3500757","1.77",,
"2018-11-15","BA","Boeing Company","NYSE","4738779","4824454","3475583","1.36",,
"2018-11-15","BAC","Bank of America Corporation","NYSE","114901569","114698441","54176825","2.12",,
"2018-11-15","BKNG","Booking Holdings Inc. Common S","NNM","1018046","978646","469848","2.17",,
"2018-11-15","BLK","Blackrock, Inc.","NYSE","1527253","1809118","774706","1.97",,
