"settlementDate","symbolCode","issueName","marketClassCode","currentShortPositionQuantity","previousShortPositionQuantity","averageDailyVolumeQuantity","daysToCoverQuantity","stockSplitFlag","revisionFlag"
"2025-03-31","GD","General Dynamics Corporation","NYSE","2727484","2574304","1416122","1.93",,
"2025-03-31","GE","GE Aerospace","NYSE","12892152","14494100","4707499","2.74",,
"2025-03-31","GEV","GE Vernova Inc.","NYSE","5372855","4880590","3445707","1.56",,
"2025-03-31","GILD","Gilead Sciences, Inc. Common S","NNM","21390611","22340679","10485483","2.04",,
"2025-03-31","GLW","Corning Incorporated","NYSE","10662231","13833210","7209474","1.48",,
"2025-03-31","GM","General Motors Company","NYSE","28839674","44142277","19950612","1.45",,
"2025-03-31","GOOG","Alphabet Inc. Class C Capital","NNM","38529868","44488045","23640465","1.63",,
"2025-03-31","GOOGL","Alphabet Inc. Class A Common S","NNM","67326540","72041758","34651578","1.94",,
"2025-03-31","GS","Goldman Sachs Group Inc.","NYSE","4016232","3947997","2476163","1.62",,
"2025-03-31","GWW","W.W. Grainger, Inc.","NYSE","1157779","1196486","225556","5.13",,
"2025-03-31","HCA","HCA Healthcare, Inc.","NYSE","5576020","4939866","1490930","3.74",,
"2025-03-31","HD","Home Depot, Inc.","NYSE","10327121","9528301","3796064","2.72",,
"2025-03-31","HLT","Hilton Worldwide Holdings Inc.","NYSE","4874982","4460250","2286394","2.13",,
"2025-03-31","HON","Honeywell International Inc. C","NNM","7898713","8285969","4406599","1.79",,
"2025-03-31","HOOD","Robinhood Markets, Inc. Class","NNM","25047439","22620584","46669683","1.00",,
"2025-03-31","HPE","Hewlett Packard Enterprise Com","NYSE","71094707","43759186","24567276","2.89",,
"2025-03-31","HWM","Howmet Aerospace Inc.","NYSE","10601824","9929800","2526279","4.20",,
"2025-03-31","IBKR","Interactive Brokers Group, Inc","NNM","2025075","2691341","2140757","1.00",,
"2025-03-31","IBM","International Business Machine","NYSE","19668137","18621447","4819647","4.08",,
"2025-03-31","ICE","Intercontinental Exchange  Inc","NYSE","5813020","5304154","3301400","1.76",,
"2025-03-31","INTC","Intel Corporation Common Stock","NNM","113621570","133759348","86034397","1.32",,
"2025-03-31","INTU","Intuit Inc. Common Stock","NNM","3911460","4658579","1614922","2.42",,
"2025-03-31","ISRG","Intuitive Surgical, Inc. Commo","NNM","4605266","4846639","2215144","2.08",,
"2025-03-31","ITW","Illinois Tool Works Inc.","NYSE","6817320","6511327","1034966","6.59",,
"2025-03-31","JNJ","Johnson & Johnson","NYSE","19147099","24870261","8382673","2.28",,
"2025-03-31","JPM","JPMorgan Chase & Co.","NYSE","25362708","23614428","11164214","2.27",,
"2025-03-31","KKR","KKR & Co. Inc.","NYSE","10242168","9723378","4780293","2.14",,
"2025-03-31","KLAC","KLA Corporation Common Stock","NNM","2830986","3401110","958135","2.95",,
"2025-03-31","KMI","Kinder Morgan, Inc.","NYSE","30980114","33914082","11710139","2.65",,
"2025-03-31","KO","Coca-Cola Company","NYSE","34001076","38273283","18137490","1.87",,
"2025-03-31","LIN","Linde plc Ordinary Shares","NNM","5653608","5679884","2356858","2.40",,
"2025-03-31","LLY","Eli Lilly & Co.","NYSE","7016170","6361775","3216944","2.18",,
"2025-03-31","LMT","Lockheed Martin Corp.","NYSE","2540862","2624595","1993734","1.27",,
"2025-03-31","LOW","Lowe's Companies Inc.","NYSE","8154838","8085715","2692450","3.03",,
"2025-03-31","LRCX","Lam Research Corporation Commo","NNM","23652542","25562304","9801311","2.41",,
"2025-03-31","MA","Mastercard Incorporated","NYSE","5296719","5356158","3105783","1.71",,
"2025-03-31","MAR","Marriott International Class A","NNM","5440535","4696315","1844088","2.95",,
"2025-03-31","MCD","McDonald's Corporation","NYSE","11469256","11316825","3292882","3.48",,
"2025-03-31","MCK","McKesson Corporation","NYSE","1869968","2086597","885551","2.11",,
"2025-03-31","MCO","Moody's Corporation","NYSE","2965507","3045750","791386","3.75",,
"2025-03-31","MDLZ","Mondelez International, Inc. C","NNM","32611020","27866380","9877046","3.30",,
"2025-03-31","MDT","Medtronic plc","NYSE","10836360","12831985","9102729","1.19",,
"2025-03-31","META","Meta Platforms, Inc. Class A C","NNM","27191239","24545066","17881191","1.52",,
"2025-03-31","MMM","3M Company","NYSE","10942821","10648741","3558384","3.08",,
"2025-03-31","MNST","Monster Beverage Corporation","NNM","17195080","20897595","5127925","3.35",,
"2025-03-31","MO","Altria Group, Inc.","NYSE","38657880","41929874","12244880","3.16",,
"2025-03-31","MPC","MARATHON PETROLEUM CORPORATION","NYSE","8520298","9180768","3049896","2.79",,
"2025-03-31","MPWR","Monolithic Power Systems, Inc.","NNM","2452999","2299084","960430","2.55",,
"2025-03-31","MRK","Merck & Co., Inc.","NYSE","37936527","37125881","18672621","2.03",,
"2025-03-31","MRVL","Marvell Technology, Inc. Commo","NNM","26469172","25449190","13450470","1.97",,
"2025-03-31","MS","Morgan Stanley","NYSE","14865938","14440828","7350820","2.02",,
"2025-03-31","MSFT","Microsoft Corporation Common S","NNM","50168012","64256703","21853977","2.30",,
"2025-03-31","MSI","Motorola Solutions, Inc. New","NYSE","2231431","1956306","738292","3.02",,
"2025-03-31","MU","Micron Technology, Inc. Common","NNM","28547995","30815983","25556321","1.12",,
"2025-03-31","NEE","Nextra Energy, Inc.","NYSE","34858787","41903865","11938590","2.92",,
"2025-03-31","NEM","Newmont Corporation","NYSE","20658352","21645801","11587964","1.78",,
"2025-03-31","NET","Cloudflare, Inc. Class A commo","NYSE","5870194","7753528","3299553","1.78",,
"2025-03-31","NFLX","Netflix, Inc. Common Stock","NNM","8066569","8141946","4979749","1.62",,
"2025-03-31","NKE","Nike, Inc.","NYSE","44578447","36574550","23126163","1.93",,
"2025-03-31","NOC","Northrop Grumman Corp.","NYSE","2362727","2267925","915136","2.58",,
"2025-03-31","NOW","SERVICENOW, INC.","NYSE","4220765","4095889","1936628","2.18",,
"2025-03-31","NSC","Norfolk Southern Corp.","NYSE","2694821","2853505","1103686","2.44",,
"2025-03-31","NVDA","NVIDIA Corporation Common Stoc","NNM","234404715","258072746","253171367","1.00",,
"2025-03-31","ORCL","Oracle Corp","NYSE","21045089","22665192","10751243","1.96",,
"2025-03-31","ORLY","O'Reilly Automotive, Inc. Comm","NNM","781858","802667","358991","2.18",,
"2025-03-31","PANW","Palo Alto Networks, Inc. Commo","NNM","22429431","24581947","4901052","4.58",,
"2025-03-31","PCAR","PACCAR Inc. Common Stock","NNM","11615655","9922876","2884763","4.03",,
"2025-03-31","PEP","PepsiCo, Inc. Common Stock","NNM","18848845","19043979","6876295","2.74",,
"2025-03-31","PFE","Pfizer Inc.","NYSE","97494423","99172324","69619751","1.40",,
"2025-03-31","PG","Procter & Gamble Company","NYSE","17069234","18005795","8532282","2.00",,
"2025-03-31","PGR","Progressive Corporation","NYSE","5890412","6789453","4115546","1.43",,
"2025-03-31","PH","Parker-Hannifin Corporation","NYSE","1265615","1293355","809609","1.56",,
"2025-03-31","PLD","PROLOGIS, INC.","NYSE","13557534","12656702","4140188","3.27",,
"2025-03-31","PLTR","Palantir Technologies Inc. Cla","NNM","52258056","60161697","95991613","1.00",,
"2025-03-31","PM","Philip Morris International In","NYSE","8984199","13284674","6039260","1.49",,
"2025-03-31","PNC","PNC Financial Services Group","NYSE","4361624","4405026","2998985","1.45",,
"2025-03-31","PSX","PHILLIPS 66","NYSE","6512309","7800303","2718248","2.40",,
"2025-03-31","PWR","Quanta Services, Inc.","NYSE","4964898","4676942","1411601","3.52",,
"2025-03-31","QCOM","QUALCOMM Incorporated Common S","NNM","16657224","20683932","6671392","2.50",,
"2025-03-31","RCL","Royal Caribbean Group","NYSE","11377407","12532978","2599239","4.38",,
"2025-03-31","REGN","Regeneron Pharmaceuticals, Inc","NNM","2790935","3249157","948927","2.94",,
"2025-03-31","ROST","Ross Stores, Inc. Common Stock","NNM","5605087","4937477","3693496","1.52",,
"2025-03-31","RSG","Republic Services Inc.","NYSE","2277088","2370127","1232992","1.85",,
"2025-03-31","RTX","RTX Corporation","NYSE","9155237","10462457","5213962","1.76",,
"2025-03-31","SBUX","Starbucks Corporation Common S","NNM","36794482","34452095","8368280","4.40",,
"2025-03-31","SCCO","Southern Copper Corporation","NYSE","7728893","6926916","1873561","4.13",,
"2025-03-31","SCHW","The Charles Schwab Corporation","NYSE","18374258","16999671","7929201","2.32",,
"2025-03-31","SHW","The Sherwin-Williams Company","NYSE","4921540","5786491","1910302","2.58",,
"2025-03-31","SNDK","Sandisk Corporation Common Sto","NNM","4344606","4655121","2919286","1.49",,
"2025-03-31","SNOW","Snowflake Inc.","NYSE","10874525","11025893","3951113","2.75",,
"2025-03-31","SNPS","Synopsys, Inc. Common Stock","NNM","4302925","3956834","1197149","3.59",,
"2025-03-31","SO","The Southern Company","NYSE","20411255","21790006","4514913","4.52",,
"2025-03-31","SPCX","The SPAC and New Issue ETF","NNM","5951","6058","649","9.17",,
"2025-03-31","SPG","Simon Property Group, Inc.","NYSE","5402414","5198846","1801015","3.00",,
"2025-03-31","SPGI","S&P Global Inc.","NYSE","2658545","3163482","1377900","1.93",,
"2025-03-31","SYK","Stryker Corporation","NYSE","5714911","5306968","1493809","3.83",,
"2025-03-31","T","AT&T Inc.","NYSE","112434175","100433491","42243086","2.66",,
"2025-03-31","TDG","TransDigm Group Incorporated","NYSE","1151064","1220914","254293","4.53",,
"2025-03-31","TFC","Truist Financial Corporation","NYSE","24881932","25773715","8589335","2.90",,
"2025-03-31","TGT","Target Corporation","NYSE","14434901","14432633","8751776","1.65",,
"2025-03-31","TJX","TJX Companies, Inc. (The)","NYSE","12091549","13485081","5190392","2.33",,
"2025-03-31","TMO","Thermo Fisher Scientific, Inc.","NYSE","3944630","4266587","1606859","2.45",,
"2025-03-31","TMUS","T-Mobile US, Inc. Common Stock","NNM","13203179","15014017","4081376","3.23",,
"2025-03-31","TRV","The Travelers Companies, Inc.","NYSE","3426940","3642027","1621311","2.11",,
"2025-03-31","TSLA","Tesla, Inc. Common Stock","NNM","76463964","81331870","132428494","1.00",,
"2025-03-31","TXN","Texas Instruments Incorporated","NNM","16647062","17676932","6044119","2.75",,
"2025-03-31","UBER","Uber Technologies, Inc.","NYSE","55823065","57077523","16488712","3.39",,
"2025-03-31","UNH","UNITEDHEALTH GROUP INCORPORATE","NYSE","10868412","10250854","4349915","2.50",,
"2025-03-31","UNP","Union Pacific Corp.","NYSE","6094750","7434831","2507177","2.43",,
"2025-03-31","UPS","United Parcel Service, Inc. Cl","NYSE","16311958","14859216","6756955","2.41",,
"2025-03-31","URI","United Rentals, Inc.","NYSE","1722999","1742441","567753","3.03",,
"2025-03-31","USB","U.S. Bancorp","NYSE","14826141","22087633","14990682","1.00",,
"2025-03-31","V","VISA Inc.","NYSE","31468055","27137605","7358442","4.28",,
"2025-03-31","VLO","Valero Energy Corporation","NYSE","15695956","13772153","3411997","4.60",,
"2025-03-31","VRT","Vertiv Holdings Co Class A Com","NYSE","14388460","10069411","9769148","1.47",,
"2025-03-31","VRTX","Vertex Pharmaceuticals Incorpo","NNM","4463380","5753349","1369986","3.26",,
"2025-03-31","VZ","Verizon Communications","NYSE","72248307","79264272","23927065","3.02",,
"2025-03-31","WBD","Warner Bros. Discovery, Inc. S","NNM","86224806","69728971","42431475","2.03",,
"2025-03-31","WDC","Western Digital Corporation Co","NNM","32213986","33483340","5980494","5.39",,
"2025-03-31","WELL","Welltower Inc.","NYSE","8983026","12242831","4332394","2.07",,
"2025-03-31","WFC","Wells Fargo & Co.","NYSE","29706379","35408898","13789491","2.15",,
"2025-03-31","WM","Waste Management, Inc.","NYSE","3770294","3848361","1540960","2.45",,
"2025-03-31","WMB","Williams Companies Inc.","NYSE","21043893","19306118","7115894","2.96",,
"2025-03-31","WMT","Walmart Inc.","NYSE","36869728","37555128","22598248","1.63",,
"2025-03-31","XOM","Exxon Mobil Corporation","NYSE","42910183","46264068","17780423","2.41",,
"2021-06-15","AAPL","Apple Inc. Common Stock","NNM","108937943","123051652","69509314","1.57",,"R"
"2021-06-15","ABBV","ABBVIE INC.","NYSE","13342625","14755281","5346415","2.50",,"R"
"2021-06-15","ABNB","Airbnb, Inc. Class A Common St","NNM","13485898","17976291","9556272","1.41",,"R"
"2021-06-15","ABT","Abbott Laboratories","NYSE","14011039","14567357","10759991","1.30",,"R"
"2021-06-15","ADBE","Adobe Inc. Common Stock","NNM","4939615","5075361","2204239","2.24",,"R"
"2021-06-15","ADI","Analog Devices, Inc. Common St","NNM","40755491","41888447","2553960","15.96",,"R"
"2021-06-15","ADP","Automatic Data Processing, Inc","NNM","5086019","4573984","1323495","3.84",,"R"
"2021-06-15","AEP","American Electric Power Compan","NNM","8599676","8810839","3050642","2.82",,"R"
"2021-06-15","AFL","Aflac Inc.","NYSE","14522536","13579607","2523354","5.76",,"R"
"2021-06-15","AJG","Arthur J. Gallagher & Co.","NYSE","2393827","1977183","1123503","2.13",,"R"
"2021-06-15","ALL","The Allstate Corporation","NYSE","5020683","4266940","1605456","3.13",,"R"
"2021-06-15","AMAT","Applied Materials, Inc. Common","NNM","11841446","12385206","6843442","1.73",,"R"
"2021-06-15","AMD","Advanced Micro Devices, Inc. C","NNM","86883692","84746961","29623496","2.93",,"R"
"2021-06-15","AMGN","Amgen Inc. Common Stock","NNM","10023893","10034055","2360230","4.25",,"R"
"2021-06-15","AMT","American Tower Corporation","NYSE","4198537","3590141","1491802","2.81",,"R"
"2021-06-15","AMZN","Amazon.com, Inc. Common Stock","NNM","4826456","4751285","2579114","1.87",,"R"
"2021-06-15","ANET","Arista Networks","NYSE","1845532","1627297","448339","4.12",,"R"
"2021-06-15","AON","Aon plc Class A","NYSE","27938320","27969202","1458669","19.15",,"R"
"2021-06-15","APD","Air Products & Chemicals, Inc.","NYSE","1524373","1788004","780465","1.95",,"R"
"2021-06-15","APH","Amphenol Corporation","NYSE","3254888","4833001","1969380","1.65",,"R"
"2021-06-15","APO","Apollo Global Management, Inc.","NYSE","18023421","17082035","1754992","10.27",,"R"
"2021-06-15","APP","Applovin Corporation Class A C","NNM","4329493","4097975","779251","5.56",,"R"
"2021-06-15","AVGO","Broadcom Inc. Common Stock","NNM","4388080","4527202","1651803","2.66",,"R"
"2021-06-15","AXP","American Express Company","NYSE","6260120","6312948","2828804","2.21",,"R"
"2021-06-15","BA","Boeing Company","NYSE","9998629","9202068","11311440","1.00",,"R"
"2021-06-15","BAC","Bank of America Corporation","NYSE","83090292","80639786","38228223","2.17",,"R"
"2021-06-15","BKNG","Booking Holdings Inc. Common S","NNM","752410","862513","246474","3.05",,"R"
"2021-06-15","BLK","Blackrock, Inc.","NYSE","1674302","1937077","442647","3.78",,"R"
"2021-06-15","BMY","Bristol-Myers Squibb Co.","NYSE","20791316","16762261","9500382","2.19",,"R"
"2021-06-15","BNY","BlackRock New York Municipal I","NYSE","8434","11171","73774","1.00",,
"2021-06-15","BRKA","Berkshire Hathaway Inc.","NYSE","316","438","1587","1.00",,"R"
"2021-06-15","BRKB","BERKSHIRE HATHAWAY Class B","NYSE","10674479","10163139","4058258","2.63",,"R"
"2021-06-15","BSX","Boston Scientific Corp.","NYSE","13401008","11396545","6135504","2.18",,"R"
"2021-06-15","BX","The Blackstone Group Inc.","NYSE","10039324","9263710","3105413","3.23",,"R"
"2021-06-15","C","Citigroup Inc.","NYSE","30616086","28322374","16860316","1.82",,"R"
"2021-06-15","CAT","Caterpillar Inc.","NYSE","6020226","5450356","3939483","1.53",,"R"
"2021-06-15","CCZ","Comcast Holdings Corp. 2.0% Ex","NYSE","91","625","143","1.00",,
"2021-06-15","CDNS","Cadence Design Systems, Inc. C","NNM","2711562","2971379","1337794","2.03",,"R"
"2021-06-15","CI","CIGNA Corporation","NYSE","4152304","5176947","1758225","2.36",,"R"
"2021-06-15","CL","Colgate-Palmolive Company","NYSE","7517234","8092077","3831024","1.96",,"R"
"2021-06-15","CMCSA","Comcast Corporation Class A Co","NNM","71273068","71270497","11755276","6.06",,"R"
"2021-06-15","CME","CME Group Inc. Class A Common","NNM","4908495","5072951","914725","5.37",,
"2021-06-15","CMI","Cummins Inc.","NYSE","3897324","3414640","959096","4.06",,"R"
"2021-06-15","COF","Capital One Financial","NYSE","5124129","4837356","3309976","1.55",,"R"
"2021-06-15","COP","ConocoPhillips","NYSE","15253438","15175564","7609295","2.00",,"R"
"2021-06-15","COST","Costco Wholesale Corporation C","NNM","4239412","4030567","1692814","2.50",,"R"
"2021-06-15","CRM","salesforce.com, inc.","NYSE","22692331","22710193","5346092","4.24",,"R"
"2021-06-15","CRWD","CrowdStrike Holdings, Inc. Cla","NNM","12558120","12894082","4155713","3.02",,"R"
"2021-06-15","CSCO","Cisco Systems, Inc. Common Sto","NNM","36250889","38401223","15571159","2.33",,"R"
"2021-06-15","CSX","CSX Corporation Common Stock","NNM","7517349","5509752","3299560","2.28",,"R"
"2021-06-15","CTAS","Cintas Corporation Common Stoc","NNM","1035154","989819","321923","3.22",,"R"
"2021-06-15","CVNA","Carvana Co.","NYSE","17163310","17276529","1070606","16.03",,"R"
"2021-06-15","CVS","CVS HEALTH CORPORATION","NYSE","15965883","18280980","4678023","3.41",,"R"
"2021-06-15","CVX","Chevron Corporation","NYSE","15919520","15119035","9383272","1.70",,"R"
"2021-06-15","D","Dominion Energy, Inc Common St","NYSE","8454818","7047337","3262425","2.59",,"R"
"2021-06-15","DASH","DoorDash, Inc.","NYSE","11450126","13207388","3753786","3.05",,"R"
"2021-06-15","DDOG","Datadog, Inc. Class A Common S","NNM","15631454","13715471","2155601","7.25",,"R"
"2021-06-15","DE","Deere & Company","NYSE","3470139","3090428","1800023","1.93",,"R"
"2021-06-15","DELL","Dell Technologies Inc.","NYSE","7923761","7443252","1974867","4.01",,"R"
"2021-06-15","DHR","Danaher Corporation","NYSE","5802139","6305748","2823586","2.05",,"R"
"2021-06-15","DIS","The Walt Disney Company","NYSE","22947661","21980678","6515041","3.52",,"R"
"2021-06-15","DLR","Digital Realty Trust, Inc.","NYSE","8881446","9015286","1283604","6.92",,"R"
"2021-06-15","DUK","Duke Energy Corporation","NYSE","7600328","7270287","2489276","3.05",,"R"
"2021-06-15","ECL","Ecolab, Inc.","NYSE","1757725","3015351","1148829","1.53",,"R"
"2021-06-15","EMR","Emerson Electric Co.","NYSE","8591579","9219667","2303261","3.73",,"R"
"2021-06-15","EOG","EOG Resources, Inc.","NYSE","8423257","8171184","3489071","2.41",,"R"
"2021-06-15","EPD","Enterprise Products Partners L","NYSE","40817692","40077227","4960258","8.23",,"R"
"2021-06-15","EQIX","Equinix, Inc. Common Stock REI","NNM","1131326","889452","575859","1.96",,"R"
"2021-06-15","FCX","Freeport-McMoran Inc.","NYSE","26095957","24458597","20485791","1.27",,"R"
"2021-06-15","FDX","FedEx Corporation","NYSE","3016151","2945154","1924266","1.57",,"R"
"2021-06-15","FTNT","Fortinet, Inc. Common Stock","NNM","2225981","2294160","660281","3.37",,"R"
"2021-06-15","GD","General Dynamics Corporation","NYSE","2723917","2570227","1012702","2.69",,"R"
"2021-06-15","GE","General Electric Company","NYSE","87507681","100062621","48213026","1.82",,"R"
"2021-06-15","GILD","Gilead Sciences, Inc. Common S","NNM","24017973","23685310","6843840","3.51",,"R"
"2021-06-15","GLW","Corning Incorporated","NYSE","10721130","9045378","5343772","2.01",,"R"
"2021-06-15","GM","General Motors Company","NYSE","19802137","17737904","16102888","1.23",,"R"
"2021-06-15","GOOG","Alphabet Inc. Class C Capital","NNM","3143232","2687846","1133950","2.77",,"R"
"2021-06-15","GOOGL","Alphabet Inc. Class A Common S","NNM","2704973","2883164","1111799","2.43",,"R"
"2021-06-15","GS","Goldman Sachs Group Inc.","NYSE","5187308","5297991","2683694","1.93",,"R"
"2021-06-15","GWW","W.W. Grainger, Inc.","NYSE","625046","612365","164154","3.81",,"R"
"2021-06-15","HCA","HCA Healthcare, Inc.","NYSE","3713452","3207220","1156258","3.21",,"R"
"2021-06-15","HD","Home Depot, Inc.","NYSE","11015172","10915631","3404436","3.24",,"R"
"2021-06-15","HLT","Hilton Worldwide Holdings Inc.","NYSE","8086087","7965923","1659555","4.87",,"R"
"2021-06-15","HON","Honeywell International Inc. C","NNM","4432852","5744961","2053309","2.16",,"R"
"2021-06-15","HPE","Hewlett Packard Enterprise Com","NYSE","26049496","24002138","9451835","2.76",,"R"
"2021-06-15","HWM","Howmet Aerospace Inc.","NYSE","8523910","9454077","2728857","3.12",,"R"
"2021-06-15","IBKR","Interactive Brokers Group, Inc","NNM","3621819","2793544","1615575","2.24",,"R"
"2021-06-15","IBM","International Business Machine","NYSE","25584027","24658363","3668541","6.97",,"R"
"2021-06-15","ICE","Intercontinental Exchange  Inc","NYSE","4254578","3879522","2827411","1.50",,"R"
"2021-06-15","INTC","Intel Corporation Common Stock","NNM","59510349","59964228","21241290","2.80",,"R"
"2021-06-15","INTU","Intuit Inc. Common Stock","NNM","2113532","2358689","1212278","1.74",,"R"
"2021-06-15","ISRG","Intuitive Surgical, Inc. Commo","NNM","1475176","1377502","416542","3.54",,"R"
"2021-06-15","ITW","Illinois Tool Works Inc.","NYSE","3805817","3718820","753563","5.05",,"R"
"2021-06-15","JNJ","Johnson & Johnson","NYSE","15161651","14175963","6553069","2.31",,"R"
"2021-06-15","JPM","JPMorgan Chase & Co.","NYSE","22999076","20775357","12911930","1.78",,"R"
"2021-06-15","KKR","KKR & Co. Inc.","NYSE","11467232","8762799","2690443","4.26",,"R"
"2021-06-15","KLAC","KLA Corporation Common Stock","NNM","2556275","2725595","843709","3.03",,"R"
"2021-06-15","KMI","Kinder Morgan, Inc.","NYSE","30614784","28640780","15427410","1.98",,"R"
"2021-06-15","KO","Coca-Cola Company","NYSE","24988625","35006625","12807805","1.95",,"R"
"2021-06-15","LIN","Linde plc Ordinary Share","NYSE","4702296","3966022","1748665","2.69",,"R"
"2021-06-15","LLY","Eli Lilly & Co.","NYSE","7599771","7587962","4901230","1.55",,"R"
"2021-06-15","LMT","Lockheed Martin Corp.","NYSE","3028930","2623332","1102962","2.75",,"R"
"2021-06-15","LOW","Lowe's Companies Inc.","NYSE","9051212","6629370","3700428","2.45",,"R"
"2021-06-15","LRCX","Lam Research Corporation Commo","NNM","2223824","2476564","934060","2.38",,"R"
"2021-06-15","MA","Mastercard Incorporated","NYSE","6690641","6184813","2788955","2.40",,"R"
"2021-06-15","MAR","Marriott International Class A","NNM","5337942","5085341","1684703","3.17",,"R"
"2021-06-15","MCD","McDonald's Corporation","NYSE","6927779","5714447","2322822","2.98",,"R"
"2021-06-15","MCK","McKesson Corporation","NYSE","2263435","1557835","1072765","2.11",,"R"
"2021-06-15","MCO","Moody's Corporation","NYSE","2009677","1709110","493132","4.08",,"R"
"2021-06-15","MDLZ","Mondelez International, Inc. C","NNM","11649872","13554400","5461366","2.13",,"R"
"2021-06-15","MDT","Medtronic plc","NYSE","8737217","9295930","4914388","1.78",,"R"
"2021-06-15","MMM","3M Company","NYSE","10963234","10446063","1750979","6.26",,"R"
"2021-06-15","MNST","Monster Beverage Corporation","NNM","5199685","5604088","1730726","3.00",,"R"
"2021-06-15","MO","Altria Group, Inc.","NYSE","16544090","13644930","7643952","2.16",,"R"
"2021-06-15","MPC","MARATHON PETROLEUM CORPORATION","NYSE","17851330","24050800","7442151","2.40",,"R"
"2021-06-15","MPWR","Monolithic Power Systems, Inc.","NNM","601425","697951","252023","2.39",,"R"
"2021-06-15","MRK","Merck & Co., Inc.","NYSE","22067660","18828825","13724554","1.61",,"R"
"2021-06-15","MRVL","Marvell Technology, Inc. Commo","NNM","17731991","15882092","8897333","1.99",,"R"
"2021-06-15","MS","Morgan Stanley","NYSE","17561753","18927103","7556993","2.32",,"R"
"2021-06-15","MSFT","Microsoft Corporation Common S","NNM","48137624","46437987","21556202","2.23",,"R"
"2021-06-15","MSI","Motorola Solutions, Inc. New","NYSE","1820673","1787353","598290","3.04",,"R"
"2021-06-15","MU","Micron Technology, Inc. Common","NNM","24169231","22890836","16412422","1.47",,"R"
"2021-06-15","NEE","Nextra Energy, Inc.","NYSE","21272513","19103795","6809217","3.12",,"R"
"2021-06-15","NEM","Newmont Corporation","NYSE","12030158","12223862","5493712","2.19",,"R"
"2021-06-15","NET","Cloudflare, Inc. Class A commo","NYSE","14833074","15455267","2928641","5.06",,"R"
"2021-06-15","NFLX","Netflix, Inc. Common Stock","NNM","8930701","9093589","3170872","2.82",,"R"
"2021-06-15","NKE","Nike, Inc.","NYSE","12033981","12811556","5371597","2.24",,"R"
"2021-06-15","NOC","Northrop Grumman Corp.","NYSE","2089034","1510209","792499","2.64",,"R"
"2021-06-15","NOW","SERVICENOW, INC.","NYSE","3422559","3071566","1554800","2.20",,"R"
"2021-06-15","NSC","Norfolk Southern Corp.","NYSE","2785817","2728850","1027235","2.71",,"R"
"2021-06-15","NVDA","NVIDIA Corporation Common Stoc","NNM","7461071","6256505","10922175","1.00",,"R"
"2021-06-15","ORCL","Oracle Corp","NYSE","32221103","32196295","12308005","2.62",,"R"
"2021-06-15","ORLY","O'Reilly Automotive, Inc. Comm","NNM","1213270","1017851","398412","3.05",,"R"
"2021-06-15","PANW","PALO ALTO NETWORKS, INC","NYSE","5014181","4902690","702563","7.14",,"R"
"2021-06-15","PCAR","PACCAR Inc. Common Stock","NNM","5047570","4965147","1315912","3.84",,"R"
"2021-06-15","PEP","PepsiCo, Inc. Common Stock","NNM","9873615","9104412","4631550","2.13",,"R"
"2021-06-15","PFE","Pfizer Inc.","NYSE","59773904","58980886","23677630","2.52",,"R"
"2021-06-15","PG","Procter & Gamble Company","NYSE","16756962","17019833","7902330","2.12",,"R"
"2021-06-15","PGR","Progressive Corporation","NYSE","6912341","6425844","2876912","2.40",,"R"
"2021-06-15","PH","Parker-Hannifin Corporation","NYSE","1742160","1692674","754074","2.31",,"R"
"2021-06-15","PLD","PROLOGIS, INC.","NYSE","9492790","8900898","2579989","3.68",,"R"
"2021-06-15","PLTR","Palantir Technologies Inc. Cla","NYSE","52303072","68642717","48736084","1.07",,"R"
"2021-06-15","PM","Philip Morris International In","NYSE","10343072","8749818","4497223","2.30",,"R"
"2021-06-15","PNC","PNC Financial Services Group","NYSE","5061867","5220611","1358025","3.73",,
"2021-06-15","PSX","PHILLIPS 66","NYSE","9083578","9324134","2896656","3.14",,"R"
"2021-06-15","PWR","Quanta Services, Inc.","NYSE","1996878","2096926","1073818","1.86",,"R"
"2021-06-15","QCOM","QUALCOMM Incorporated Common S","NNM","18127095","17395525","6789291","2.67",,"R"
"2021-06-15","RCL","Royal Caribbean Group","NYSE","10186402","10945487","3271743","3.11",,"R"
"2021-06-15","REGN","Regeneron Pharmaceuticals, Inc","NNM","1920008","2111843","700051","2.74",,"R"
"2021-06-15","ROST","Ross Stores, Inc. Common Stock","NNM","3373417","4655280","2380940","1.42",,"R"
"2021-06-15","RSG","Republic Services Inc.","NYSE","2055354","2212201","910684","2.26",,"R"
"2021-06-15","RTX","Raytheon Technologies Corporat","NYSE","15053251","12841082","4739455","3.18",,"R"
"2021-06-15","SBUX","Starbucks Corporation Common S","NNM","12072776","10552146","4235097","2.85",,"R"
"2021-06-15","SCCO","Southern Copper Corporation","NYSE","5779890","6239995","1814082","3.19",,"R"
"2021-06-15","SCHW","The Charles Schwab Corporation","NYSE","16453051","14371426","7294121","2.26",,
"2021-06-15","SHW","The Sherwin-Williams Company","NYSE","3091000","4229267","1186644","2.60",,"R"
"2021-06-15","SNOW","Snowflake Inc.","NYSE","9950686","10061767","4177097","2.38",,"R"
"2021-06-15","SNPS","Synopsys, Inc. Common Stock","NNM","1585162","1609244","602625","2.63",,"R"
"2021-06-15","SO","The Southern Company","NYSE","10040864","10845627","3699156","2.71",,"R"
