"settlementDate","symbolCode","issueName","marketClassCode","currentShortPositionQuantity","previousShortPositionQuantity","averageDailyVolumeQuantity","daysToCoverQuantity","stockSplitFlag","revisionFlag"
"2021-11-15","EOG","EOG Resources, Inc.","NYSE","7890267","8955691","4148564","1.90",,
"2021-11-15","EPD","Enterprise Products Partners L","NYSE","36076669","30976876","6604425","5.46",,
"2021-11-15","EQIX","Equinix, Inc. Common Stock REI","NNM","1406007","1354449","442674","3.18",,
"2021-11-15","FCX","Freeport-McMoran Inc.","NYSE","31937674","31255669","18947193","1.69",,
"2021-11-15","FDX","FedEx Corporation","NYSE","3486956","3937126","2026276","1.72",,
"2021-11-15","FTNT","Fortinet, Inc. Common Stock","NNM","1849235","2137636","981806","1.88",,
"2021-11-15","GD","General Dynamics Corporation","NYSE","1914951","2160651","936916","2.04",,
"2021-11-15","GE","General Electric Company","NYSE","10394766","10884709","7637454","1.36",,
"2021-11-15","GILD","Gilead Sciences, Inc. Common S","NNM","23118075","21919956","6531738","3.54",,
"2021-11-15","GLW","Corning Incorporated","NYSE","12432141","13951642","3901291","3.19",,
"2021-11-15","GM","General Motors Company","NYSE","26621739","25835998","19304364","1.38",,
"2021-11-15","GOOG","Alphabet Inc. Class C Capital","NNM","2042544","2057796","996753","2.05",,
"2021-11-15","GOOGL","Alphabet Inc. Class A Common S","NNM","2555428","2794698","1444893","1.77",,
"2021-11-15","GS","Goldman Sachs Group Inc.","NYSE","3964231","4197087","2230909","1.78",,
"2021-11-15","GWW","W.W. Grainger, Inc.","NYSE","903191","832851","214474","4.21",,
"2021-11-15","HCA","HCA Healthcare, Inc.","NYSE","2795636","2505387","1120766","2.49",,
"2021-11-15","HD","Home Depot, Inc.","NYSE","9339915","9851865","2723676","3.43",,
"2021-11-15","HLT","Hilton Worldwide Holdings Inc.","NYSE","7098351","8707197","2042215","3.48",,
"2021-11-15","HON","Honeywell International Inc. C","NNM","6391653","5682669","1906681","3.35",,
"2021-11-15","HOOD","Robinhood Markets, Inc. Class","NNM","19251633","27373722","8169563","2.36",,
"2021-11-15","HPE","Hewlett Packard Enterprise Com","NYSE","39520658","36896931","9320773","4.24",,
"2021-11-15","HWM","Howmet Aerospace Inc.","NYSE","9909639","10025750","3002721","3.30",,
"2021-11-15","IBKR","Interactive Brokers Group, Inc","NNM","2582184","2867321","709140","3.64",,
"2021-11-15","IBM","International Business Machine","NYSE","24176357","26199957","5825389","4.15",,
"2021-11-15","ICE","Intercontinental Exchange  Inc","NYSE","3998372","4612413","2308926","1.73",,
"2021-11-15","INTC","Intel Corporation Common Stock","NNM","68862872","72865700","26679994","2.58",,
"2021-11-15","INTU","Intuit Inc. Common Stock","NNM","1805918","2105846","1169375","1.54",,
"2021-11-15","ISRG","Intuitive Surgical, Inc. Commo","NNM","2757792","3551046","1192590","2.31",,
"2021-11-15","ITW","Illinois Tool Works Inc.","NYSE","4662061","4394244","850686","5.48",,
"2021-11-15","JNJ","Johnson & Johnson","NYSE","15042128","16513959","7634749","1.97",,
"2021-11-15","JPM","JPMorgan Chase & Co.","NYSE","17524555","18258603","7489640","2.34",,
"2021-11-15","KKR","KKR & Co. Inc.","NYSE","5566679","8865861","3517695","1.58",,
"2021-11-15","KLAC","KLA Corporation Common Stock","NNM","2971547","2987218","1172241","2.53",,
"2021-11-15","KMI","Kinder Morgan, Inc.","NYSE","29451703","31008753","11376489","2.59",,
"2021-11-15","KO","Coca-Cola Company","NYSE","30746708","31869367","10650169","2.89",,
"2021-11-15","LIN","Linde plc Ordinary Share","NYSE","2962490","3284161","1509421","1.96",,
"2021-11-15","LLY","Eli Lilly & Co.","NYSE","7144850","8837636","2832548","2.52",,
"2021-11-15","LMT","Lockheed Martin Corp.","NYSE","2524319","2861093","1696357","1.49",,
"2021-11-15","LOW","Lowe's Companies Inc.","NYSE","7343445","8447189","2512362","2.92",,
"2021-11-15","LRCX","Lam Research Corporation Commo","NNM","2047546","2505084","1214503","1.69",,
"2021-11-15","MA","Mastercard Incorporated","NYSE","3755617","5973768","4982910","1.00",,
"2021-11-15","MAR","Marriott International Class A","NNM","5412627","4892783","2124987","2.55",,
"2021-11-15","MCD","McDonald's Corporation","NYSE","5777990","5695137","2446875","2.36",,
"2021-11-15","MCK","McKesson Corporation","NYSE","2034983","2107868","1027303","1.98",,
"2021-11-15","MCO","Moody's Corporation","NYSE","2202319","1746360","604431","3.64",,
"2021-11-15","MDLZ","Mondelez International, Inc. C","NNM","11738947","13648686","5132709","2.29",,
"2021-11-15","MDT","Medtronic plc","NYSE","9840281","9009128","4661034","2.11",,
"2021-11-15","META","Roundhill Ball Metaverse ETF","ARCA","262666","147308","3239613","1.00",,
"2021-11-15","MMM","3M Company","NYSE","8872717","9088298","2116311","4.19",,
"2021-11-15","MNST","Monster Beverage Corporation","NNM","4448692","5452355","2451489","1.81",,
"2021-11-15","MO","Altria Group, Inc.","NYSE","11084010","12507164","6860304","1.62",,
"2021-11-15","MPC","MARATHON PETROLEUM CORPORATION","NYSE","18993179","20137145","6685992","2.84",,
"2021-11-15","MPWR","Monolithic Power Systems, Inc.","NNM","842639","855674","309472","2.72",,
"2021-11-15","MRK","Merck & Co., Inc.","NYSE","22177006","20835103","13976639","1.59",,
"2021-11-15","MRVL","Marvell Technology, Inc. Commo","NNM","16960294","17040699","5948223","2.85",,
"2021-11-15","MS","Morgan Stanley","NYSE","12977083","13740497","8123567","1.60",,
"2021-11-15","MSFT","Microsoft Corporation Common S","NNM","41195079","49332744","22393877","1.84",,
"2021-11-15","MSI","Motorola Solutions, Inc. New","NYSE","1157050","2212054","641722","1.80",,
"2021-11-15","MU","Micron Technology, Inc. Common","NNM","21765816","24515229","15104317","1.44",,
"2021-11-15","NEE","Nextra Energy, Inc.","NYSE","20174738","21198136","5589722","3.61",,
"2021-11-15","NEM","Newmont Corporation","NYSE","7625571","9136806","5993391","1.27",,
"2021-11-15","NET","Cloudflare, Inc. Class A commo","NYSE","12333694","12205840","2953580","4.18",,
"2021-11-15","NFLX","Netflix, Inc. Common Stock","NNM","9291615","9525066","3355443","2.77",,
"2021-11-15","NKE","Nike, Inc.","NYSE","7919652","10950849","5635026","1.41",,
"2021-11-15","NOC","Northrop Grumman Corp.","NYSE","2101717","1532676","731759","2.87",,
"2021-11-15","NOW","SERVICENOW, INC.","NYSE","2931197","3335946","848666","3.45",,
"2021-11-15","NSC","Norfolk Southern Corp.","NYSE","3342199","2665157","993333","3.36",,
"2021-11-15","NVDA","NVIDIA Corporation Common Stoc","NNM","24148034","26110184","51888578","1.00",,
"2021-11-15","ORCL","Oracle Corp","NYSE","28627279","29455722","5824236","4.92",,
"2021-11-15","ORLY","O'Reilly Automotive, Inc. Comm","NNM","630340","916885","355111","1.78",,
"2021-11-15","PANW","Palo Alto Networks, Inc. Commo","NNM","6675459","6586623","1017276","6.56",,
"2021-11-15","PCAR","PACCAR Inc. Common Stock","NNM","3816478","4470616","1513597","2.52",,
"2021-11-15","PEP","PepsiCo, Inc. Common Stock","NNM","11839552","10961717","3511088","3.37",,
"2021-11-15","PFE","Pfizer Inc.","NYSE","63538349","58878330","53328031","1.19",,
"2021-11-15","PG","Procter & Gamble Company","NYSE","15019257","13714505","6221396","2.41",,
"2021-11-15","PGR","Progressive Corporation","NYSE","9916118","9760963","2141257","4.63",,
"2021-11-15","PH","Parker-Hannifin Corporation","NYSE","935234","872548","833405","1.12",,
"2021-11-15","PLD","PROLOGIS, INC.","NYSE","9597214","9904017","1626213","5.90",,
"2021-11-15","PLTR","Palantir Technologies Inc. Cla","NYSE","81704043","62804615","47058313","1.74",,
"2021-11-15","PM","Philip Morris International In","NYSE","8076762","8051729","3266621","2.47",,
"2021-11-15","PNC","PNC Financial Services Group","NYSE","6147903","6730911","1316964","4.67",,
"2021-11-15","PSX","PHILLIPS 66","NYSE","9580053","8921826","3134799","3.06",,
"2021-11-15","PWR","Quanta Services, Inc.","NYSE","2871034","3096644","1163953","2.47",,
"2021-11-15","QCOM","QUALCOMM Incorporated Common S","NNM","15935506","14817708","15279394","1.04",,
"2021-11-15","RCL","Royal Caribbean Group","NYSE","14370159","14028115","3768587","3.81",,
"2021-11-15","REGN","Regeneron Pharmaceuticals, Inc","NNM","1605135","1878784","853194","1.88",,
"2021-11-15","ROST","Ross Stores, Inc. Common Stock","NNM","4434848","5009386","1492882","2.97",,
"2021-11-15","RSG","Republic Services Inc.","NYSE","1381868","1793122","885608","1.56",,
"2021-11-15","RTX","Raytheon Technologies Corporat","NYSE","10101369","10728122","4033576","2.50",,
"2021-11-15","SBUX","Starbucks Corporation Common S","NNM","13434449","12201935","8504317","1.58",,
"2021-11-15","SCCO","Southern Copper Corporation","NYSE","3728669","4474445","1053315","3.54",,
"2021-11-15","SCHW","The Charles Schwab Corporation","NYSE","12068293","13178887","4350201","2.77",,
"2021-11-15","SHW","The Sherwin-Williams Company","NYSE","3342032","3687542","991360","3.37",,
"2021-11-15","SNOW","Snowflake Inc.","NYSE","7524997","9256252","2200680","3.42",,
"2021-11-15","SNPS","Synopsys, Inc. Common Stock","NNM","1541583","1713332","539314","2.86",,
"2021-11-15","SO","The Southern Company","NYSE","10368132","10256366","4006965","2.59",,
"2021-11-15","SPCX","The SPAC and New Issue ETF","ARCA","237395","235571","23966","9.91",,
"2021-11-15","SPG","Simon Property Group, Inc.","NYSE","12234824","12871092","2376905","5.15",,
"2021-11-15","SPGI","S&P Global Inc.","NYSE","19022544","18149674","1282758","14.83",,
"2021-11-15","SYK","Stryker Corporation","NYSE","3142599","3135928","1059989","2.96",,
"2021-11-15","T","AT&T Inc.","NYSE","94702922","98752748","41397263","2.29",,
"2021-11-15","TDG","TransDigm Group Incorporated","NYSE","2586064","2376365","260852","9.91",,
"2021-11-15","TFC","Truist Financial Corporation","NYSE","13743726","12791760","4107698","3.35",,
"2021-11-15","TGT","Target Corporation","NYSE","8277566","8527849","2722552","3.04",,
"2021-11-15","TJX","TJX Companies, Inc. (The)","NYSE","7201176","9067499","6914297","1.04",,
"2021-11-15","TMO","Thermo Fisher Scientific, Inc.","NYSE","2634346","2448387","1262202","2.09",,
"2021-11-15","TMUS","T-Mobile US, Inc. Common Stock","NNM","11914319","11699958","4914307","2.42",,
"2021-11-15","TRV","The Travelers Companies, Inc.","NYSE","4088386","3533289","1153929","3.54",,
"2021-11-15","TSLA","Tesla, Inc. Common Stock","NNM","25702669","28075921","36054532","1.00",,
"2021-11-15","TXN","Texas Instruments Incorporated","NNM","14638360","15031019","3959738","3.70",,
"2021-11-15","UBER","Uber Technologies, Inc.","NYSE","81706667","84282449","30399266","2.69",,
"2021-11-15","UNH","UNITEDHEALTH GROUP INCORPORATE","NYSE","5919469","6695686","2556920","2.32",,
"2021-11-15","UNP","Union Pacific Corp.","NYSE","7666502","8349526","2020453","3.79",,
"2021-11-15","UPS","United Parcel Service, Inc. Cl","NYSE","9034608","8853280","1967164","4.59",,
"2021-11-15","URI","United Rentals, Inc.","NYSE","2379512","2036225","535298","4.45",,
"2021-11-15","USB","U.S. Bancorp","NYSE","10591410","11320823","3608888","2.93",,
"2021-11-15","V","VISA Inc.","NYSE","25298832","27731279","11902779","2.13",,
"2021-11-15","VLO","Valero Energy Corporation","NYSE","12705125","12285964","3485300","3.65",,
"2021-11-15","VRT","Vertiv Holdings Co Class A Com","NYSE","11897181","14914245","4496018","2.65",,
"2021-11-15","VRTX","Vertex Pharmaceuticals Incorpo","NNM","2899452","4760899","1859737","1.56",,
"2021-11-15","VZ","Verizon Communications","NYSE","48279355","46608918","16317016","2.96",,
"2021-11-15","WDC","Western Digital Corporation Co","NNM","7044771","7294944","4026288","1.75",,
"2021-11-15","WELL","Welltower Inc.","NYSE","10599974","10075351","2081836","5.09",,
"2021-11-15","WFC","Wells Fargo & Co.","NYSE","42470758","49465414","21910262","1.94",,
"2021-11-15","WM","Waste Management, Inc.","NYSE","5719763","5084114","1313639","4.35",,
"2021-11-15","WMB","Williams Companies Inc.","NYSE","25856666","25491677","6476130","3.99",,
"2021-11-15","WMT","Walmart Inc.","NYSE","13792741","13923123","5412748","2.55",,
"2021-11-15","XOM","Exxon Mobil Corporation","NYSE","39206638","39956251","17872404","2.19",,
"2025-05-30","AAPL","Apple Inc. Common Stock","NNM","94828443","105169332","54577495","1.74",,
"2025-05-30","ABBV","ABBVIE INC.","NYSE","15889428","19929844","5778163","2.75",,
"2025-05-30","ABNB","Airbnb, Inc. Class A Common St","NNM","16086757","15593335","5847883","2.75",,
"2025-05-30","ABT","Abbott Laboratories","NYSE","20092245","22256461","6775738","2.97",,
"2025-05-30","ADBE","Adobe Inc. Common Stock","NNM","7264464","9762655","2804724","2.59",,
"2025-05-30","ADI","Analog Devices, Inc. Common St","NNM","7235720","8584676","5294112","1.37",,
"2025-05-30","ADP","Automatic Data Processing, Inc","NNM","5120779","6153330","1483409","3.45",,
"2025-05-30","AEP","American Electric Power Compan","NNM","20894475","21111828","2669276","7.83",,
"2025-05-30","AFL","Aflac Inc.","NYSE","9622442","8347650","2142375","4.49",,
"2025-05-30","AJG","Arthur J. Gallagher & Co.","NYSE","3684070","3985661","1027854","3.58",,
"2025-05-30","ALL","The Allstate Corporation","NYSE","4231169","4028042","1207437","3.50",,
"2025-05-30","AMAT","Applied Materials, Inc. Common","NNM","16645458","17603959","8372865","1.99",,
"2025-05-30","AMD","Advanced Micro Devices, Inc. C","NNM","39672775","48465479","34432722","1.15",,
"2025-05-30","AMGN","Amgen Inc. Common Stock","NNM","12938502","14360875","2880911","4.49",,
"2025-05-30","AMT","American Tower Corporation","NYSE","5192225","6156490","2338398","2.22",,
"2025-05-30","AMZN","Amazon.com, Inc. Common Stock","NNM","61355415","71501108","36925773","1.66",,
"2025-05-30","ANET","Arista Networks","NYSE","21388036","24334344","8713507","2.45",,
"2025-05-30","AON","Aon plc Class A","NYSE","4983593","4992415","1075514","4.63",,
"2025-05-30","APD","Air Products & Chemicals, Inc.","NYSE","4220690","4753786","1125901","3.75",,
"2025-05-30","APH","Amphenol Corporation","NYSE","17475285","15633819","7948709","2.20",,
"2025-05-30","APO","Apollo Global Management, Inc.","NYSE","27279834","27874433","2959128","9.22",,
"2025-05-30","APP","Applovin Corporation Class A C","NNM","10541246","9963547","6183256","1.70",,
"2025-05-30","AVGO","Broadcom Inc. Common Stock","NNM","48422628","55255847","18208786","2.66",,
"2025-05-30","AXP","American Express Company","NYSE","8805798","10114885","2753949","3.20",,
"2025-05-30","BA","Boeing Company","NYSE","15998258","17976824","7078950","2.26",,
"2025-05-30","BAC","Bank of America Corporation","NYSE","87914136","96365711","40740965","2.16",,
"2025-05-30","BKNG","Booking Holdings Inc. Common S","NNM","605486","592138","180789","3.35",,
"2025-05-30","BLK","Blackrock, Inc.","NYSE","1690462","1956063","606085","2.79",,
"2025-05-30","BMY","Bristol-Myers Squibb Co.","NYSE","32544288","37006724","12282476","2.65",,
"2025-05-30","BNY","BlackRock New York Municipal I","NYSE","9706","22798","61973","1.00",,
"2025-05-30","BRKA","Berkshire Hathaway Inc.","NYSE","315","287","336","1.00",,
"2025-05-30","BRKB","BERKSHIRE HATHAWAY Class B","NYSE","15532117","15203218","4375572","3.55",,
"2025-05-30","BSX","Boston Scientific Corp.","NYSE","17022220","16752863","7506244","2.27",,
"2025-05-30","BX","Blackstone Inc.","NYSE","11847977","13123587","3667372","3.23",,
"2025-05-30","C","Citigroup Inc.","NYSE","31209558","35308872","12123137","2.57",,
"2025-05-30","CAT","Caterpillar Inc.","NYSE","6403017","7653672","2463240","2.60",,
"2025-05-30","CCZ","Comcast Holdings Corp. 2.0% Ex","NYSE","75","0","19","3.95",,
"2025-05-30","CDNS","Cadence Design Systems, Inc. C","NNM","3655462","4078142","2614975","1.40",,
"2025-05-30","CEG","Constellation Energy Corporati","NNM","7355715","8140026","2760701","2.66",,
"2025-05-30","CI","The Cigna Group","NYSE","2734528","3181107","1619010","1.69",,
"2025-05-30","CL","Colgate-Palmolive Company","NYSE","11506715","12132698","5113401","2.25",,
"2025-05-30","CMCSA","Comcast Corporation Class A Co","NNM","47815825","58615612","18859817","2.54",,
"2025-05-30","CME","CME Group Inc. Class A Common","NNM","4997774","4737717","2096556","2.38",,
"2025-05-30","CMI","Cummins Inc.","NYSE","2071339","2451108","727587","2.85",,
"2025-05-30","COF","Capital One Financial","NYSE","8660522","27890569","6859317","1.26",,
"2025-05-30","COP","ConocoPhillips","NYSE","18336049","20219117","8240659","2.23",,
"2025-05-30","COST","Costco Wholesale Corporation C","NNM","5463586","6168845","2158904","2.53",,
"2025-05-30","CRM","Salesforce, Inc.","NYSE","14349292","13377350","9905994","1.45",,
"2025-05-30","CRWD","CrowdStrike Holdings, Inc. Cla","NNM","8770623","8826785","3208583","2.73",,
"2025-05-30","CSCO","Cisco Systems, Inc. Common Sto","NNM","40965605","57508108","17816249","2.30",,
"2025-05-30","CSX","CSX Corporation Common Stock","NNM","26119863","26983698","15795326","1.65",,
"2025-05-30","CTAS","Cintas Corporation Common Stoc","NNM","4496614","4901191","1364593","3.30",,
"2025-05-30","CVNA","Carvana Co.","NYSE","9545347","9176118","3477241","2.75",,
"2025-05-30","CVS","CVS HEALTH CORPORATION","NYSE","15454361","15900008","9095657","1.70",,
"2025-05-30","CVX","Chevron Corporation","NYSE","63694522","67129093","8303453","7.67",,
"2025-05-30","D","Dominion Energy, Inc Common St","NYSE","27533294","24850005","6748595","4.08",,
"2025-05-30","DASH","DoorDash, Inc. Class A Common","NNM","15957181","15419117","4622174","3.45",,
"2025-05-30","DDOG","Datadog, Inc. Class A Common S","NNM","7225539","9656707","3757663","1.92",,
"2025-05-30","DE","Deere & Company","NYSE","4036843","4373742","1223107","3.30",,
"2025-05-30","DELL","Dell Technologies Inc.","NYSE","19559794","21497791","7202363","2.72",,
"2025-05-30","DHR","Danaher Corporation","NYSE","7440835","7449530","3619750","2.06",,
"2025-05-30","DIS","The Walt Disney Company","NYSE","17750072","21566194","8929824","1.99",,
"2025-05-30","DLR","Digital Realty Trust, Inc.","NYSE","7587123","8739072","1672315","4.54",,
"2025-05-30","DUK","Duke Energy Corporation","NYSE","9677337","12099230","3726801","2.60",,
"2025-05-30","ECL","Ecolab, Inc.","NYSE","2482315","2522300","1122620","2.21",,
"2025-05-30","ELV","Elevance Health, Inc.","NYSE","2199507","2606814","2000055","1.10",,
"2025-05-30","EMR","Emerson Electric Co.","NYSE","12046578","12082059","2887997","4.17",,
"2025-05-30","EOG","EOG Resources, Inc.","NYSE","15418450","15111762","3054314","5.05",,
"2025-05-30","EPD","Enterprise Products Partners L","NYSE","25126850","24722527","3327596","7.55",,
"2025-05-30","EQIX","Equinix, Inc. Common Stock REI","NNM","1732021","1874892","505949","3.42",,
"2025-05-30","FCX","Freeport-McMoran Inc.","NYSE","20915737","29212850","11333769","1.85",,
"2025-05-30","FDX","FedEx Corporation","NYSE","4110004","3938136","1822141","2.26",,
"2025-05-30","FTNT","Fortinet, Inc. Common Stock","NNM","14889124","15879603","5327368","2.79",,
"2025-05-30","GD","General Dynamics Corporation","NYSE","2564238","2407907","1028828","2.49",,
"2025-05-30","GE","GE Aerospace","NYSE","13246014","14021664","6059292","2.19",,
"2025-05-30","GEV","GE Vernova Inc.","NYSE","6368886","6033276","3435966","1.85",,
"2025-05-30","GILD","Gilead Sciences, Inc. Common S","NNM","20937020","24676861","7616799","2.75",,
"2025-05-30","GLW","Corning Incorporated","NYSE","14966677","12671657","6613279","2.26",,
"2025-05-30","GM","General Motors Company","NYSE","21017869","24062527","8505755","2.47",,
"2025-05-30","GOOG","Alphabet Inc. Class C Capital","NNM","31955063","36570404","31296888","1.02",,
"2025-05-30","GOOGL","Alphabet Inc. Class A Common S","NNM","66272281","74301622","45506200","1.46",,
"2025-05-30","GS","Goldman Sachs Group Inc.","NYSE","5401046","5812791","2080493","2.60",,
"2025-05-30","GWW","W.W. Grainger, Inc.","NYSE","1150267","1285769","199782","5.76",,
"2025-05-30","HCA","HCA Healthcare, Inc.","NYSE","4458002","5029582","1462333","3.05",,
"2025-05-30","HD","Home Depot, Inc.","NYSE","8293033","9203242","3801357","2.18",,
"2025-05-30","HLT","Hilton Worldwide Holdings Inc.","NYSE","6055678","5680532","1648213","3.67",,
