"settlementDate","symbolCode","issueName","marketClassCode","currentShortPositionQuantity","previousShortPositionQuantity","averageDailyVolumeQuantity","daysToCoverQuantity","stockSplitFlag","revisionFlag"
"2023-11-15","AMAT","Applied Materials, Inc. Common","NNM","21808501","21908646","5166730","4.22",,
"2023-11-15","AMD","Advanced Micro Devices, Inc. C","NNM","40903051","31511742","65193369","1.00",,
"2023-11-15","AMGN","Amgen Inc. Common Stock","NNM","6773456","6411341","2280059","2.97",,"R"
"2023-11-15","AMT","American Tower Corporation","NYSE","6169447","5552127","2260807","2.73",,
"2023-11-15","AMZN","Amazon.com, Inc. Common Stock","NNM","86562101","75158089","49030892","1.77",,
"2023-11-15","ANET","Arista Networks","NYSE","3327272","2913043","2598011","1.28",,"R"
"2023-11-15","AON","Aon plc Class A","NYSE","1890706","1728600","818705","2.31",,
"2023-11-15","APD","Air Products & Chemicals, Inc.","NYSE","1688339","1558702","1706985","1.00",,"R"
"2023-11-15","APH","Amphenol Corporation","NYSE","6844955","5602207","2371705","2.89",,
"2023-11-15","APO","Apollo Global Management, Inc.","NYSE","13120877","12793071","2656153","4.94",,
"2023-11-15","APP","Applovin Corporation Class A C","NNM","15596148","15846710","4676616","3.33",,"R"
"2023-11-15","AVGO","Broadcom Inc. Common Stock","NNM","7436809","6735636","1984811","3.75",,
"2023-11-15","AXP","American Express Company","NYSE","6969020","6242430","2374838","2.93",,
"2023-11-15","BA","Boeing Company","NYSE","11290376","10239438","5522031","2.04",,
"2023-11-15","BAC","Bank of America Corporation","NYSE","66545380","70593570","44342684","1.50",,"R"
"2023-11-15","BKNG","Booking Holdings Inc. Common S","NNM","676856","567485","327252","2.07",,
"2023-11-15","BLK","Blackrock, Inc.","NYSE","1198013","1510318","642978","1.86",,
"2023-11-15","BMY","Bristol-Myers Squibb Co.","NYSE","26796832","23401767","13751474","1.95",,
"2023-11-15","BNY","BlackRock New York Municipal I","NYSE","17426","17062","63328","1.00",,
"2023-11-15","BRKA","Berkshire Hathaway Inc.","NYSE","537","409","7951","1.00",,
"2023-11-15","BRKB","BERKSHIRE HATHAWAY Class B","NYSE","7665107","7469936","3428722","2.24",,
"2023-11-15","BSX","Boston Scientific Corp.","NYSE","11850495","9137424","7740391","1.53",,
"2023-11-15","BX","Blackstone Inc.","NYSE","31512086","37075266","3307216","9.53",,
"2023-11-15","C","Citigroup Inc.","NYSE","33074145","25037254","18103712","1.83",,
"2023-11-15","CAT","Caterpillar Inc.","NYSE","9798315","6543950","3778416","2.59",,"R"
"2023-11-15","CCZ","Comcast Holdings Corp. 2.0% Ex","NYSE","63","63","55","1.15",,
"2023-11-15","CDNS","Cadence Design Systems, Inc. C","NNM","2975348","2439978","1450910","2.05",,
"2023-11-15","CEG","Constellation Energy Corporati","NNM","5559211","5730104","1807705","3.08",,
"2023-11-15","CI","The Cigna Group","NYSE","3390352","3353601","1977257","1.71",,
"2023-11-15","CL","Colgate-Palmolive Company","NYSE","11607434","9307332","3841578","3.02",,"R"
"2023-11-15","CMCSA","Comcast Corporation Class A Co","NNM","44832688","45670272","19051146","2.35",,
"2023-11-15","CME","CME Group Inc. Class A Common","NNM","3438433","3596372","1671214","2.06",,
"2023-11-15","CMI","Cummins Inc.","NYSE","1369668","1461337","1002696","1.37",,
"2023-11-15","COF","Capital One Financial","NYSE","8630012","11329313","2644370","3.26",,"R"
"2023-11-15","COP","ConocoPhillips","NYSE","11448447","12017388","5602907","2.04",,
"2023-11-15","COST","Costco Wholesale Corporation C","NNM","5314104","4406904","1750766","3.04",,"R"
"2023-11-15","CRM","Salesforce, Inc.","NYSE","8008321","7137143","4249571","1.88",,"R"
"2023-11-15","CRWD","CrowdStrike Holdings, Inc. Cla","NNM","6149782","5385248","2730064","2.25",,
"2023-11-15","CSCO","Cisco Systems, Inc. Common Sto","NNM","49932738","44852738","17744587","2.81",,
"2023-11-15","CSX","CSX Corporation Common Stock","NNM","17676880","17196859","11541646","1.53",,
"2023-11-15","CTAS","Cintas Corporation Common Stoc","NNM","1297412","1119952","356944","3.63",,
"2023-11-15","CVNA","Carvana Co.","NYSE","31981008","32658938","10602430","3.02",,
"2023-11-15","CVS","CVS HEALTH CORPORATION","NYSE","15839096","15874418","7546626","2.10",,
"2023-11-15","CVX","Chevron Corporation","NYSE","25455456","23717675","11435957","2.23",,
"2023-11-15","D","Dominion Energy, Inc Common St","NYSE","9444634","9469705","8463515","1.12",,
"2023-11-15","DASH","DoorDash, Inc. Class A Common","NNM","16087347","17276007","5382757","2.99",,"R"
"2023-11-15","DDOG","Datadog, Inc. Class A Common S","NNM","9112443","9557163","8334236","1.09",,"R"
"2023-11-15","DE","Deere & Company","NYSE","3114122","2909458","1343405","2.32",,"R"
"2023-11-15","DELL","Dell Technologies Inc.","NYSE","11923742","9463152","4218462","2.83",,
"2023-11-15","DHR","Danaher Corporation","NYSE","5872939","6028202","2594609","2.26",,
"2023-11-15","DIS","The Walt Disney Company","NYSE","21302375","20207941","18766287","1.14",,
"2023-11-15","DLR","Digital Realty Trust, Inc.","NYSE","14907845","15411584","1647839","9.05",,
"2023-11-15","DUK","Duke Energy Corporation","NYSE","7319894","7294464","3710358","1.97",,
"2023-11-15","ECL","Ecolab, Inc.","NYSE","2047875","1929910","1005948","2.04",,"R"
"2023-11-15","ELV","Elevance Health, Inc.","NYSE","1962489","2064274","950310","2.07",,
"2023-11-15","EMR","Emerson Electric Co.","NYSE","5859031","6048132","4259814","1.38",,
"2023-11-15","EOG","EOG Resources, Inc.","NYSE","7083030","6352010","3402194","2.08",,
"2023-11-15","EPD","Enterprise Products Partners L","NYSE","18780948","18067067","5056778","3.71",,
"2023-11-15","EQIX","Equinix, Inc. Common Stock REI","NNM","1722708","1494611","360447","4.78",,
"2023-11-15","FCX","Freeport-McMoran Inc.","NYSE","17687811","17118116","10394714","1.70",,
"2023-11-15","FDX","FedEx Corporation","NYSE","3729094","3069711","1381832","2.70",,"R"
"2023-11-15","FTNT","Fortinet, Inc. Common Stock","NNM","11543828","11110490","11932519","1.00",,"R"
"2023-11-15","GD","General Dynamics Corporation","NYSE","2603132","2548170","1238680","2.10",,
"2023-11-15","GE","General Electric Company","NYSE","7825278","7595784","5343908","1.46",,
"2023-11-15","GILD","Gilead Sciences, Inc. Common S","NNM","18127206","19503923","7056888","2.57",,
"2023-11-15","GLW","Corning Incorporated","NYSE","7473103","7507817","3539096","2.11",,
"2023-11-15","GM","General Motors Company","NYSE","32342219","28565725","17500569","1.85",,
"2023-11-15","GOOG","Alphabet Inc. Class C Capital","NNM","34362520","30204181","19108982","1.80",,
"2023-11-15","GOOGL","Alphabet Inc. Class A Common S","NNM","45749594","40941172","25630182","1.78",,
"2023-11-15","GS","Goldman Sachs Group Inc.","NYSE","4092648","3516927","2260160","1.81",,"R"
"2023-11-15","GWW","W.W. Grainger, Inc.","NYSE","1063065","821943","306743","3.47",,"R"
"2023-11-15","HCA","HCA Healthcare, Inc.","NYSE","2500639","2512997","1484872","1.68",,
"2023-11-15","HD","Home Depot, Inc.","NYSE","8380150","7976839","3787277","2.21",,
"2023-11-15","HLT","Hilton Worldwide Holdings Inc.","NYSE","4803129","4400692","1511196","3.18",,
"2023-11-15","HON","Honeywell International Inc. C","NNM","6284709","5284515","2770515","2.27",,
"2023-11-15","HOOD","Robinhood Markets, Inc. Class","NNM","27778845","24462986","11023015","2.52",,
"2023-11-15","HPE","Hewlett Packard Enterprise Com","NYSE","34662194","31243369","7812520","4.44",,"R"
"2023-11-15","HWM","Howmet Aerospace Inc.","NYSE","2878712","2742588","3167822","1.00",,
"2023-11-15","IBKR","Interactive Brokers Group, Inc","NNM","1849124","1834334","1004521","1.84",,"R"
"2023-11-15","IBM","International Business Machine","NYSE","26240149","25937912","3829357","6.85",,
"2023-11-15","ICE","Intercontinental Exchange  Inc","NYSE","3773709","3540558","2622561","1.44",,
"2023-11-15","INTC","Intel Corporation Common Stock","NNM","71292181","56836814","36258302","1.97",,
"2023-11-15","INTU","Intuit Inc. Common Stock","NNM","4101922","3341464","1581844","2.59",,"R"
"2023-11-15","ISRG","Intuitive Surgical, Inc. Commo","NNM","3453204","2895652","1619235","2.13",,
"2023-11-15","ITW","Illinois Tool Works Inc.","NYSE","7933582","8108726","1054625","7.52",,
"2023-11-15","JNJ","Johnson & Johnson","NYSE","13194433","14526947","5854396","2.25",,
"2023-11-15","JPM","JPMorgan Chase & Co.","NYSE","17181105","16181940","8331262","2.06",,"R"
"2023-11-15","KKR","KKR & Co. Inc.","NYSE","7824093","6628994","3706324","2.11",,
"2023-11-15","KLAC","KLA Corporation Common Stock","NNM","2358262","2171250","971218","2.43",,"R"
"2023-11-15","KMI","Kinder Morgan, Inc.","NYSE","30548860","30360706","14077232","2.17",,"R"
"2023-11-15","KO","Coca-Cola Company","NYSE","23588443","23701151","12492900","1.89",,
"2023-11-15","LIN","Linde plc Ordinary Shares","NNM","3338059","2670088","1519169","2.20",,
"2023-11-15","LLY","Eli Lilly & Co.","NYSE","5844896","5401043","4535116","1.29",,"R"
"2023-11-15","LMT","Lockheed Martin Corp.","NYSE","2146725","2094224","1332991","1.61",,"R"
"2023-11-15","LOW","Lowe's Companies Inc.","NYSE","9499059","10745567","2825588","3.36",,"R"
"2023-11-15","LRCX","Lam Research Corporation Commo","NNM","2768665","2828791","952394","2.91",,
"2023-11-15","MA","Mastercard Incorporated","NYSE","4708776","4692161","2442807","1.93",,
"2023-11-15","MAR","Marriott International Class A","NNM","6258460","6082866","1726748","3.62",,"R"
"2023-11-15","MCD","McDonald's Corporation","NYSE","7063802","6688243","2857878","2.47",,"R"
"2023-11-15","MCK","McKesson Corporation","NYSE","1679411","1487359","919819","1.83",,"R"
"2023-11-15","MCO","Moody's Corporation","NYSE","2277313","1786561","864346","2.63",,
"2023-11-15","MDLZ","Mondelez International, Inc. C","NNM","15571439","13749404","7506823","2.07",,
"2023-11-15","MDT","Medtronic plc","NYSE","8681488","7501389","6767398","1.28",,"R"
"2023-11-15","META","Meta Platforms, Inc. Class A C","NNM","31598809","31773457","16504978","1.91",,
"2023-11-15","MMM","3M Company","NYSE","10607642","10921700","2767728","3.83",,"R"
"2023-11-15","MNST","Monster Beverage Corporation","NNM","13742161","13721452","6117263","2.25",,
"2023-11-15","MO","Altria Group, Inc.","NYSE","15131704","17478212","9548045","1.58",,"R"
"2023-11-15","MPC","MARATHON PETROLEUM CORPORATION","NYSE","9887447","9742800","2967039","3.33",,"R"
"2023-11-15","MPWR","Monolithic Power Systems, Inc.","NNM","1294283","1064005","625268","2.07",,
"2023-11-15","MRK","Merck & Co., Inc.","NYSE","18021513","16406535","6651148","2.71",,
"2023-11-15","MRVL","Marvell Technology, Inc. Commo","NNM","15529587","15552689","9094753","1.71",,
"2023-11-15","MS","Morgan Stanley","NYSE","21129138","20157087","9574040","2.21",,
"2023-11-15","MSFT","Microsoft Corporation Common S","NNM","47353456","39454552","25290696","1.87",,"R"
"2023-11-15","MSI","Motorola Solutions, Inc. New","NYSE","1238126","899902","917227","1.35",,
"2023-11-15","MU","Micron Technology, Inc. Common","NNM","20474734","19642294","12431670","1.65",,
"2023-11-15","NEE","Nextra Energy, Inc.","NYSE","22072367","21746015","12518766","1.76",,"R"
"2023-11-15","NEM","Newmont Corporation","NYSE","30578394","44268929","24931234","1.23",,
"2023-11-15","NET","Cloudflare, Inc. Class A commo","NYSE","20267363","19641603","5840582","3.47",,
"2023-11-15","NFLX","Netflix, Inc. Common Stock","NNM","9983597","9547903","3669091","2.72",,
"2023-11-15","NKE","Nike, Inc.","NYSE","17193517","17714327","8228756","2.09",,
"2023-11-15","NOC","Northrop Grumman Corp.","NYSE","1557201","1404255","913134","1.71",,"R"
"2023-11-15","NOW","SERVICENOW, INC.","NYSE","3066455","2660178","1370160","2.24",,
"2023-11-15","NSC","Norfolk Southern Corp.","NYSE","2738822","2664876","1220960","2.24",,"R"
"2023-11-15","NVDA","NVIDIA Corporation Common Stoc","NNM","27551755","26165997","41521148","1.00",,
"2023-11-15","ORCL","Oracle Corp","NYSE","17038879","16678320","7111746","2.40",,
"2023-11-15","ORLY","O'Reilly Automotive, Inc. Comm","NNM","1458589","1334767","397639","3.67",,
"2023-11-15","PANW","Palo Alto Networks, Inc. Commo","NNM","18339071","17756219","4598518","3.99",,"R"
"2023-11-15","PCAR","PACCAR Inc. Common Stock","NNM","5408663","5026417","1971033","2.74",,
"2023-11-15","PEP","PepsiCo, Inc. Common Stock","NNM","15414411","14411532","5420487","2.84",,
"2023-11-15","PFE","Pfizer Inc.","NYSE","57497598","47179598","30723904","1.87",,
"2023-11-15","PG","Procter & Gamble Company","NYSE","13911851","14509502","6325760","2.20",,
"2023-11-15","PGR","Progressive Corporation","NYSE","4441965","4343574","2698229","1.65",,
"2023-11-15","PH","Parker-Hannifin Corporation","NYSE","914507","1053991","827939","1.10",,
"2023-11-15","PLD","PROLOGIS, INC.","NYSE","10044549","10482434","3557018","2.82",,
"2023-11-15","PLTR","Palantir Technologies Inc. Cla","NYSE","146736470","155102347","81044004","1.81",,"R"
"2023-11-15","PM","Philip Morris International In","NYSE","5357881","5211185","5145553","1.04",,
"2023-11-15","PNC","PNC Financial Services Group","NYSE","5151716","5400129","2039443","2.53",,"R"
"2023-11-15","PSX","PHILLIPS 66","NYSE","7818741","7562904","2484546","3.15",,
"2023-11-15","PWR","Quanta Services, Inc.","NYSE","4400118","3849757","1861288","2.36",,
"2023-11-15","QCOM","QUALCOMM Incorporated Common S","NNM","17990952","14216238","10544582","1.71",,
"2023-11-15","RCL","Royal Caribbean Group","NYSE","16929080","17172620","3098139","5.46",,
"2023-11-15","REGN","Regeneron Pharmaceuticals, Inc","NNM","1399746","1308907","603823","2.32",,
"2023-11-15","ROST","Ross Stores, Inc. Common Stock","NNM","4008506","3928144","1929034","2.08",,
"2023-11-15","RSG","Republic Services Inc.","NYSE","2208102","2159385","1286151","1.72",,
"2023-11-15","RTX","RTX Corporation","NYSE","89752211","111441802","11908333","7.54",,"R"
"2023-11-15","SBUX","Starbucks Corporation Common S","NNM","11297603","10310532","10132950","1.11",,
"2023-11-15","SCCO","Southern Copper Corporation","NYSE","5452002","5564765","858416","6.35",,
"2023-11-15","SCHW","The Charles Schwab Corporation","NYSE","19952882","20441918","10901661","1.83",,
"2023-11-15","SHW","The Sherwin-Williams Company","NYSE","3000409","2952499","1280571","2.34",,
"2023-11-15","SNOW","Snowflake Inc.","NYSE","9573211","10379728","5253895","1.82",,
"2023-11-15","SNPS","Synopsys, Inc. Common Stock","NNM","1907794","1602723","846166","2.25",,"R"
"2023-11-15","SO","The Southern Company","NYSE","11717553","11295978","5252539","2.23",,
"2023-11-15","SPCX","The SPAC and New Issue ETF","NNM","6847","6828","1079","6.35",,
"2023-11-15","SPG","Simon Property Group, Inc.","NYSE","4272980","3968686","1549779","2.76",,
"2023-11-15","SPGI","S&P Global Inc.","NYSE","5111405","2185428","1430079","3.57",,
"2023-11-15","SYK","Stryker Corporation","NYSE","3716288","3408193","1730471","2.15",,"R"
"2023-11-15","T","AT&T Inc.","NYSE","107365923","104422973","30728001","3.49",,
"2023-11-15","TDG","TransDigm Group Incorporated","NYSE","1230499","1157447","323473","3.80",,
"2023-11-15","TFC","Truist Financial Corporation","NYSE","10423737","11590102","8854933","1.18",,
"2023-11-15","TGT","Target Corporation","NYSE","7023462","6778442","7094997","1.00",,
"2023-11-15","TJX","TJX Companies, Inc. (The)","NYSE","11813428","8331301","6618594","1.78",,"R"
"2023-11-15","TMO","Thermo Fisher Scientific, Inc.","NYSE","2717167","2746125","1882022","1.44",,"R"
"2023-11-15","TMUS","T-Mobile US, Inc. Common Stock","NNM","27298510","25773430","3931747","6.94",,
"2023-11-15","TRV","The Travelers Companies, Inc.","NYSE","2982499","2782254","1260706","2.37",,"R"
"2023-11-15","TSLA","Tesla, Inc. Common Stock","NNM","92715309","84273502","128636235","1.00",,
"2023-11-15","TXN","Texas Instruments Incorporated","NNM","17433156","16417584","6278233","2.78",,
"2023-11-15","UBER","Uber Technologies, Inc.","NYSE","49994059","46664553","31361032","1.59",,"R"
"2023-11-15","UNH","UNITEDHEALTH GROUP INCORPORATE","NYSE","5946428","5930844","2330343","2.55",,"R"
"2023-11-15","UNP","Union Pacific Corp.","NYSE","6557090","6110035","2171421","3.02",,
"2023-11-15","UPS","United Parcel Service, Inc. Cl","NYSE","10875679","10869532","3714273","2.93",,
"2023-11-15","URI","United Rentals, Inc.","NYSE","3469773","2992920","751552","4.62",,
"2023-11-15","USB","U.S. Bancorp","NYSE","28806464","30738249","9988367","2.88",,
"2023-11-15","V","VISA Inc.","NYSE","30945990","30896593","6482372","4.77",,
"2023-11-15","VLO","Valero Energy Corporation","NYSE","10941013","11482882","3003616","3.64",,
"2023-11-15","VRT","Vertiv Holdings Co Class A Com","NYSE","9846415","8774530","5740332","1.72",,"R"
"2023-11-15","VRTX","Vertex Pharmaceuticals Incorpo","NNM","2507003","2593068","1528993","1.64",,"R"
"2023-11-15","VZ","Verizon Communications","NYSE","53862890","48456211","19158958","2.81",,
"2023-11-15","WBD","Warner Bros. Discovery, Inc. S","NNM","103895741","102045830","30705784","3.38",,
"2023-11-15","WDC","Western Digital Corporation Co","NNM","16159518","8536812","6105683","2.65",,
"2023-11-15","WELL","Welltower Inc.","NYSE","8237486","9220533","4481569","1.84",,
"2023-11-15","WFC","Wells Fargo & Co.","NYSE","29884407","22593308","16607818","1.80",,
"2023-11-15","WM","Waste Management, Inc.","NYSE","5772373","5268760","1475339","3.91",,
"2023-11-15","WMB","Williams Companies Inc.","NYSE","25517065","23000185","6185665","4.13",,
"2023-11-15","WMT","Walmart Inc.","NYSE","13932240","14719492","5853016","2.38",,"R"
"2023-11-15","XOM","Exxon Mobil Corporation","NYSE","63699320","71280171","21202297","3.00",,
"2023-09-29","AAPL","Apple Inc. Common Stock","NNM","94725628","107325921","58263940","1.63",,
"2023-09-29","ABBV","ABBVIE INC.","NYSE","12311421","11931380","3650875","3.37",,
"2023-09-29","ABNB","Airbnb, Inc. Class A Common St","NNM","34801619","25636305","5267383","6.61",,
"2023-09-29","ABT","Abbott Laboratories","NYSE","10180964","10607491","4470974","2.28",,
"2023-09-29","ADBE","Adobe Inc. Common Stock","NNM","4227560","4335154","2734134","1.55",,
"2023-09-29","ADI","Analog Devices, Inc. Common St","NNM","7565148","6384919","2847367","2.66",,
"2023-09-29","ADP","Automatic Data Processing, Inc","NNM","4239543","4097106","1341919","3.16",,
"2023-09-29","AEP","American Electric Power Compan","NNM","4375389","4670551","2671458","1.64",,
"2023-09-29","AFL","Aflac Inc.","NYSE","12548848","12707842","2027634","6.19",,
"2023-09-29","AJG","Arthur J. Gallagher & Co.","NYSE","2020240","1789289","835359","2.42",,
"2023-09-29","ALL","The Allstate Corporation","NYSE","3931912","3449867","1722333","2.28",,
"2023-09-29","AMAT","Applied Materials, Inc. Common","NNM","22343929","19907106","5477008","4.08",,
"2023-09-29","AMD","Advanced Micro Devices, Inc. C","NNM","28964119","30062210","52321388","1.00",,
"2023-09-29","AMGN","Amgen Inc. Common Stock","NNM","6409080","6269239","2199603","2.91",,
"2023-09-29","AMT","American Tower Corporation","NYSE","4883260","5176442","2501611","1.95",,
"2023-09-29","AMZN","Amazon.com, Inc. Common Stock","NNM","76818818","80249295","58250902","1.32",,
"2023-09-29","ANET","Arista Networks","NYSE","2768199","3446711","1565185","1.77",,
"2023-09-29","AON","Aon plc Class A","NYSE","1593728","1635158","554234","2.88",,
"2023-09-29","APD","Air Products & Chemicals, Inc.","NYSE","1668113","1761071","701246","2.38",,
"2023-09-29","APH","Amphenol Corporation","NYSE","5502696","4907721","2521922","2.18",,
"2023-09-29","APO","Apollo Global Management, Inc.","NYSE","13312870","13493304","1898974","7.01",,
"2023-09-29","APP","Applovin Corporation Class A C","NNM","16748286","19067097","2897503","5.78",,
"2023-09-29","AVGO","Broadcom Inc. Common Stock","NNM","6254827","6340185","2044873","3.06",,
"2023-09-29","AXP","American Express Company","NYSE","6282419","6473692","2724862","2.31",,
"2023-09-29","BA","Boeing Company","NYSE","7392010","7525309","4566467","1.62",,
"2023-09-29","BAC","Bank of America Corporation","NYSE","61268519","59905781","35913502","1.71",,
"2023-09-29","BKNG","Booking Holdings Inc. Common S","NNM","612738","723669","225985","2.71",,
"2023-09-29","BLK","Blackrock, Inc.","NYSE","2205398","2607577","510487","4.32",,
"2023-09-29","BMY","Bristol-Myers Squibb Co.","NYSE","31592942","36982160","10077947","3.13",,
"2023-09-29","BNY","BlackRock New York Municipal I","NYSE","21560","3281","48002","1.00",,
"2023-09-29","BRKA","Berkshire Hathaway Inc.","NYSE","534","686","8219","1.00",,
"2023-09-29","BRKB","BERKSHIRE HATHAWAY Class B","NYSE","8966569","8469321","3199945","2.80",,
"2023-09-29","BSX","Boston Scientific Corp.","NYSE","14575595","11876181","9173810","1.59",,
"2023-09-29","BX","Blackstone Inc.","NYSE","34568788","21813678","5330900","6.48",,
"2023-09-29","C","Citigroup Inc.","NYSE","25009659","26697113","13952070","1.79",,
"2023-09-29","CAT","Caterpillar Inc.","NYSE","6090908","6325528","1930385","3.16",,
"2023-09-29","CCZ","Comcast Holdings Corp. 2.0% Ex","NYSE","88","0","203","1.00",,
"2023-09-29","CDNS","Cadence Design Systems, Inc. C","NNM","2679867","2709940","906193","2.96",,
"2023-09-29","CEG","Constellation Energy Corporati","NNM","7512472","6928677","1848467","4.06",,
"2023-09-29","CI","The Cigna Group","NYSE","2839809","3242959","1044817","2.72",,
"2023-09-29","CL","Colgate-Palmolive Company","NYSE","8755920","9035510","3607776","2.43",,
"2023-09-29","CMCSA","Comcast Corporation Class A Co","NNM","38971404","40729970","14686809","2.65",,
"2023-09-29","CME","CME Group Inc. Class A Common","NNM","3657179","3540232","1084745","3.37",,
"2023-09-29","CMI","Cummins Inc.","NYSE","2062135","1777541","756984","2.72",,
"2023-09-29","COF","Capital One Financial","NYSE","9631204","8617567","1791625","5.38",,
"2023-09-29","COP","ConocoPhillips","NYSE","13128844","12898721","4382904","3.00",,
"2023-09-29","COST","Costco Wholesale Corporation C","NNM","4334278","4065471","1895447","2.29",,
"2023-09-29","CRM","Salesforce, Inc.","NYSE","7818568","7421208","4242462","1.84",,
"2023-09-29","CRWD","CrowdStrike Holdings, Inc. Cla","NNM","5975230","6372800","2896013","2.06",,
"2023-09-29","CSCO","Cisco Systems, Inc. Common Sto","NNM","47865726","62333094","16611331","2.88",,
"2023-09-29","CSX","CSX Corporation Common Stock","NNM","18520766","17851774","13130791","1.41",,
"2023-09-29","CTAS","Cintas Corporation Common Stoc","NNM","1212105","1118091","442920","2.74",,
"2023-09-29","CVNA","Carvana Co.","NYSE","31834127","33162611","8661344","3.68",,
"2023-09-29","CVS","CVS HEALTH CORPORATION","NYSE","14668932","16100233","7564915","1.94",,
"2023-09-29","CVX","Chevron Corporation","NYSE","15846290","17258436","6754403","2.35",,
"2023-09-29","D","Dominion Energy, Inc Common St","NYSE","8984091","7456029","5383731","1.67",,
