date,formation_date,effective_month,long_basket_return,short_basket_underlying_return,long_contribution,short_contribution,long_names_observed,short_names_observed,long_names_expected,short_names_expected,portfolio_return,return_complete,cumulative_return,drawdown,membership_status,survivorship_bias,benchmark_return,benchmark_source,benchmark_status,benchmark_available,long_beta_126d,long_up_beta_126d,up_market_observations_126d,long_down_beta_126d,down_market_observations_126d,long_volatility_21d,short_underlying_beta_126d,short_underlying_up_beta_126d,short_underlying_down_beta_126d,short_underlying_volatility_21d,portfolio_beta_126d,beta_gap_short_minus_long_126d,portfolio_up_beta_126d,portfolio_down_beta_126d,portfolio_volatility_21d,long_contribution_21d,short_contribution_21d,portfolio_contribution_21d,portfolio_drawdown,early_recovery_state,high_volatility_recovery_state,beta_window,beta_min_observations,conditional_beta_min_observations,volatility_window,contribution_window,risk_timing
2020-03-24,2020-02-28,2020-03,0.15359104372118143,0.14905132722436967,0.15359104372118143,-0.14905132722436967,10.0,10.0,10.0,10.0,0.004539716496811758,True,0.7635690288252861,-0.04819865862548389,current_snapshot_proxy,True,0.09060329767966913,Yahoo Finance SPY split- and dividend-adjusted close,primary_spy_total_return_proxy,True,1.2377174550836794,1.16129227470508,72,1.2642278691404536,54,1.1442007993343704,1.2931364485834185,1.2725762690016535,1.3428400429578693,1.242918254989113,-0.05541899349973883,0.05541899349973911,-0.11128399429657354,-0.0786121738174157,0.5148868047623888,-0.28185777406280044,0.45482045859110876,0.17296268452830837,-0.04819865862548389,True,True,126,63,30,21,21,post-close trailing statistics; earliest use is next trading session
