date,formation_date,effective_month,long_basket_return,short_basket_underlying_return,long_contribution,short_contribution,long_names_observed,short_names_observed,long_names_expected,short_names_expected,portfolio_return,return_complete,cumulative_return,drawdown,membership_status,survivorship_bias,benchmark_return,benchmark_source,benchmark_status,benchmark_available,long_beta_126d,long_up_beta_126d,up_market_observations_126d,long_down_beta_126d,down_market_observations_126d,long_volatility_21d,short_underlying_beta_126d,short_underlying_up_beta_126d,short_underlying_down_beta_126d,short_underlying_volatility_21d,portfolio_beta_126d,beta_gap_short_minus_long_126d,portfolio_up_beta_126d,portfolio_down_beta_126d,portfolio_volatility_21d,long_contribution_21d,short_contribution_21d,portfolio_contribution_21d,portfolio_drawdown,early_recovery_state,high_volatility_recovery_state,beta_window,beta_min_observations,conditional_beta_min_observations,volatility_window,contribution_window,risk_timing
2026-06-30,2026-05-29,2026-06,0.025793442412295607,-0.014945387814835521,0.025793442412295607,0.014945387814835521,10.0,10.0,10.0,10.0,0.04073883022713113,True,6.099781021086532,-0.10502547149309627,current_snapshot_proxy,True,0.007786800986842035,Yahoo Finance SPY split- and dividend-adjusted close,primary_spy_total_return_proxy,True,2.74564689780146,2.033999419151305,67,2.23947356758098,59,0.8155782833859766,0.40673717635726897,0.2256857142775418,0.9982606358743832,0.4675975327606413,2.3389097214441907,-2.338909721444191,1.808313704873763,1.2412129317065967,1.1003236052218677,0.1283741506253061,0.11843747650178016,0.24681162712708626,-0.10502547149309627,,,126,63,30,21,21,post-close trailing statistics; earliest use is next trading session
