as_of_date,horizon_days,state,sample_size,tail_loss_frequency,mean_forward_return,fifth_percentile_forward_return,latest_label_available_date
2020-03-24,5,all,24091,0.04599227927441783,0.0013479748904633103,-0.02847333645692384,2020-03-24
2020-03-24,5,normal,19774,0.031354303631030644,0.0018901822211085,-0.02308534665519149,2020-03-18
2020-03-24,5,bear_low_volatility,2946,0.06551255940257977,-3.181344467510433e-05,-0.03704207848776476,2010-09-29
2020-03-24,5,panic_elevated,1371,0.21517140773158278,-0.003507423593023349,-0.07833940570727307,2020-03-24
2020-03-24,20,all,24076,0.04822229606246885,0.005535834454776313,-0.056918981781547015,2020-03-24
2020-03-24,20,normal,19763,0.03035976319384709,0.007765187093039408,-0.044786600016403944,2020-03-24
2020-03-24,20,bear_low_volatility,2946,0.07976917854718261,-0.0008843671319814411,-0.07872566285672294,2010-10-20
2020-03-24,20,panic_elevated,1367,0.23847841989758595,-0.012858300377268459,-0.18325083179665183,2009-10-07
