as_of_date,horizon_days,state,sample_size,tail_loss_frequency,mean_forward_return,fifth_percentile_forward_return,latest_label_available_date
2009-03-06,5,all,21310,0.04382918817456593,0.0015661017488218544,-0.02801322329193534,2009-03-06
2009-03-06,5,normal,17389,0.02984645465524182,0.001997665281968332,-0.02264781090458081,2008-09-26
2009-03-06,5,bear_low_volatility,2688,0.06882440476190477,-0.0001694761959026306,-0.03817172627359762,2008-10-03
2009-03-06,5,panic_elevated,1233,0.18653690186536903,-0.0007365947333068365,-0.07111240584870199,2009-03-06
2009-03-06,20,all,21295,0.04592627377318619,0.006334073017516879,-0.055563999443509475,2009-03-06
2009-03-06,20,normal,17389,0.028983840358847546,0.008242161066278699,-0.04391007613631018,2008-10-17
2009-03-06,20,bear_low_volatility,2688,0.08630952380952381,-0.0015563946984750608,-0.08033535050705948,2008-10-24
2009-03-06,20,panic_elevated,1218,0.1986863711001642,-0.003493649362887821,-0.15343103498337216,2009-03-06
